 	a66	a87	a23	a18	a50	a62	a31	a21	a56	a92	a90	a25	a79	a56	a96	a62	a12	a34	a62	a47	a88	a98	a47	a36	a2	a57	a97	a87	a97	a3	a87	a23	a87	a23	a83	a62	a34	a98	a47	a5	a12	a61	a75	a5	a92	a56	a90	a25	a56	a75	a6	a36	a27	a84	a82	a10	a87	a23	a99	a97	</S>
au	0.0340773	0.0166364	0.0176365	0.0050135	0.00496423	0.00337426	0.00410074	0.0074432	0.00802509	0.00607438	0.00723942	0.00908478	0.0141429	0.0160917	0.0283266	0.0166104	0.0220316	0.0269351	0.0186024	0.00994857	0.0137204	0.011144	0.0165948	0.0166754	0.0115019	0.0194759	0.0268349	0.0267443	0.0229183	0.0237143	0.026967	0.0236174	0.0215067	0.0215427	0.012004	0.0127413	0.00785426	0.00958886	0.00487889	0.00664554	0.0079799	0.0102682	0.0109586	0.0117572	0.0132821	0.0188606	0.0112031	0.0177581	0.0131312	0.0145318	0.0145207	0.0135697	0.00823973	0.0100693	0.0149372	0.0101093	0.0164085	0.0274684	0.034406	0.0294144	0.0780962
doigt	0.0251894	0.0124465	0.00989784	0.00603099	0.00242574	0.00325259	0.0028221	0.00631333	0.00712831	0.00749223	0.0101022	0.011009	0.0165653	0.015586	0.0194387	0.0114454	0.0149967	0.0204743	0.0140194	0.0138959	0.0171286	0.0148146	0.022113	0.0241937	0.021495	0.0285548	0.0300913	0.0335026	0.0295726	0.0310549	0.0310487	0.0306582	0.0289153	0.0229911	0.0111546	0.0139738	0.00761333	0.0106703	0.00721397	0.00906406	0.0108112	0.0167858	0.0154863	0.0143006	0.0149137	0.0180171	0.0122119	0.0159618	0.0112238	0.00642408	0.00969847	0.00990284	0.00858757	0.00800442	0.00987571	0.0114314	0.01626	0.0234802	0.0306317	0.0282725	0.0513619
que	0.0182132	0.00837085	0.00750293	0.00328914	0.00498226	0.00412176	0.00686714	0.00968527	0.0090874	0.00967123	0.0105695	0.0134161	0.0138845	0.0154272	0.021174	0.01186	0.0143579	0.0223132	0.0139875	0.0107162	0.0128996	0.0154883	0.0304426	0.0258342	0.0238248	0.03828	0.0431204	0.0448601	0.0332152	0.0244792	0.0249645	0.0249812	0.0205793	0.01824	0.00523619	0.00599076	0.00235947	0.0039513	0.00138962	0.00296906	0.00442013	0.00717347	0.00823475	0.0094074	0.0112923	0.0141607	0.0107696	0.0174933	0.0143348	0.0165705	0.0180102	0.0178131	0.0075904	0.0101709	0.016513	0.0138619	0.016027	0.0271945	0.0343673	0.0265983	0.0653934
j'	0.0153796	0.00833055	0.00544328	0.0026805	0.00710383	0.00398363	0.00520782	0.009792	0.00964827	0.00909461	0.00915022	0.0117289	0.0138336	0.0149515	0.0223251	0.0144271	0.0154202	0.0233394	0.0171726	0.0114288	0.0134966	0.015074	0.022316	0.0186638	0.0185939	0.0250697	0.0316958	0.0276076	0.0279602	0.0248803	0.0272845	0.0251521	0.0219816	0.0294944	0.010272	0.010205	0.0030715	0.00781107	0.00210176	0.00476939	0.00813827	0.0116862	0.0150583	0.01987	0.023167	0.0274407	0.0149649	0.0247394	0.0246754	0.0241674	0.0236787	0.020931	0.0149323	0.0208632	0.013542	0.0158984	0.018179	0.0202978	0.0186768	0.024209	0.016942
ai	0.0344019	0.0287635	0.0241909	0.00987557	0.0160055	0.00754672	0.00921797	0.0132352	0.0144936	0.0144343	0.0135228	0.0151501	0.0147477	0.0193753	0.0379113	0.0307913	0.0243934	0.0281021	0.0299646	0.0191919	0.0161772	0.0221956	0.0184262	0.0203083	0.0220331	0.0159178	0.00849678	0.00592882	0.0116292	0.0187803	0.0154943	0.0190499	0.0192068	0.0155345	0.022117	0.0151554	0.0101609	0.0195271	0.0100937	0.0137594	0.0157013	0.0145154	0.0122193	0.0291586	0.0193654	0.0402679	0.0262821	0.0160992	0.0131252	0.0133551	0.00951843	0.00551328	0.00501665	0.00877204	0.0041792	0.00443266	0.00514969	0.00527668	0.00611302	0.00961415	0.0110165
su	0.0319844	0.0271937	0.0241071	0.00943947	0.0122705	0.00711204	0.0118632	0.0140835	0.014529	0.0151342	0.0152796	0.0185962	0.017987	0.025268	0.0520575	0.0330556	0.0289834	0.0309987	0.0331022	0.0176533	0.0198334	0.0198656	0.0250416	0.0280102	0.0211301	0.0224061	0.0130443	0.00979506	0.0169865	0.0205578	0.0187109	0.0335172	0.0240447	0.0177397	0.0141921	0.0106296	0.0084628	0.0106834	0.00560004	0.00685649	0.00938485	0.0141402	0.012	0.021377	0.0172354	0.0263724	0.0200501	0.0125528	0.0107559	0.0108048	0.00765058	0.00477199	0.00234541	0.00402688	0.00212849	0.00255349	0.00415569	0.00398482	0.00652534	0.00876797	0.0106099
qu'	0.0325538	0.0131442	0.00873725	0.00342072	0.0049207	0.00246981	0.00378929	0.00483982	0.00465199	0.00482385	0.00587483	0.0080309	0.00693867	0.0143547	0.0452583	0.0218925	0.0206883	0.0196375	0.0206342	0.0104346	0.0133958	0.0117443	0.0181117	0.0208692	0.015041	0.0219678	0.026361	0.0193108	0.0147133	0.0154599	0.0148111	0.0177159	0.0174977	0.0204363	0.0081569	0.00505745	0.00372848	0.00506231	0.00290512	0.00391467	0.00624833	0.00935811	0.0141551	0.0299629	0.0272983	0.0325263	0.0311408	0.016271	0.0222049	0.0228766	0.0179399	0.0188759	0.016732	0.026064	0.0192006	0.0188608	0.0208071	0.0250979	0.0304016	0.0297947	0.0308262
elle	0.0167871	0.00852047	0.0093312	0.00500353	0.00751865	0.00473177	0.00646421	0.00655315	0.00715729	0.00792475	0.00831492	0.00995591	0.00834587	0.0152393	0.0339306	0.0222298	0.0238761	0.0231592	0.0237417	0.0155633	0.0153997	0.0154467	0.020932	0.0171747	0.016735	0.0271453	0.0308812	0.0232659	0.0216899	0.0193297	0.0186668	0.0239829	0.0188204	0.0357892	0.0122165	0.00654058	0.00576986	0.00891349	0.00491976	0.00618123	0.00827118	0.0109091	0.0133467	0.0236144	0.0220407	0.0239373	0.020604	0.0164396	0.01924	0.0171119	0.0159583	0.0159139	0.0183154	0.0244019	0.0194472	0.0168948	0.0182006	0.0179915	0.0189475	0.0209901	0.0232742
est	0.031087	0.0133648	0.00989917	0.00455757	0.00570112	0.00317071	0.00574877	0.00677247	0.00614799	0.00815092	0.00872992	0.00926361	0.0078085	0.0118807	0.0340077	0.0164246	0.0178786	0.0180471	0.0166031	0.0111142	0.012891	0.0122441	0.013858	0.0165587	0.0135792	0.0157531	0.0145243	0.0121121	0.0111078	0.0134504	0.017253	0.0228312	0.0291337	0.0258002	0.0146503	0.0144429	0.0124963	0.0140318	0.00961323	0.0142263	0.0168229	0.0239538	0.0278642	0.0395017	0.0336569	0.0410629	0.04553	0.0267865	0.027522	0.0281155	0.0143445	0.01319	0.0102464	0.012567	0.00685398	0.00868225	0.0126167	0.00935977	0.0130132	0.0198745	0.0115193
mariée	0.0684639	0.0173517	0.0104385	0.00624596	0.0100142	0.00706418	0.00690811	0.00632808	0.00629742	0.00431362	0.00497381	0.00669921	0.00902668	0.0116256	0.0245315	0.0174047	0.0207394	0.0206778	0.0178143	0.00771613	0.0112925	0.0116882	0.0269785	0.0314467	0.018638	0.0267516	0.0246539	0.0174859	0.0264363	0.0264189	0.0230288	0.0199387	0.0250463	0.0144516	0.00975366	0.011683	0.00683527	0.00931368	0.00622861	0.0104107	0.0122059	0.0221532	0.019816	0.023156	0.0187024	0.0264443	0.0176903	0.020018	0.0200268	0.0290825	0.0174437	0.0191211	0.00855918	0.0101109	0.00666583	0.00741347	0.0155794	0.0121636	0.013436	0.028473	0.00862283
</S>	0.0298747	0.00797297	0.00642937	0.00640514	0.00657425	0.00407678	0.00428021	0.00432175	0.00413588	0.00365452	0.00547747	0.00647216	0.00639179	0.0110864	0.0189111	0.0122278	0.0143188	0.0167896	0.0146732	0.0117505	0.0147176	0.0147636	0.0277755	0.0388185	0.0299242	0.0335134	0.0307598	0.0246879	0.0247826	0.020478	0.0132046	0.00884812	0.0121369	0.00704772	0.00478489	0.00641729	0.00427663	0.00550171	0.00512581	0.00788794	0.00813747	0.0143013	0.0132343	0.014042	0.0129213	0.0180048	0.0110906	0.0196385	0.0247371	0.031789	0.0320859	0.0380976	0.0263618	0.027971	0.0191106	0.0267013	0.0287243	0.0246722	0.0237395	0.0333793	0.0199829
