 	a66	a87	a23	a50	a18	a0	a88	a31	a88	a98	a15	a69	a15	a47	a79	a44	a15	a7	a40	a47	a36	a11	a75	a79	a56	a32	a11	a75	a21	a5	a37	a54	a36	a2	a57	a87	a23	a87	</S>
parce	0.0725479	0.0342595	0.0266414	0.0195022	0.0144151	0.00948046	0.00552379	0.00739701	0.00693901	0.0114722	0.0179696	0.0240173	0.0112491	0.0209997	0.0186713	0.0258442	0.0265447	0.0232901	0.0258864	0.0235285	0.0235239	0.0221855	0.0172864	0.0134984	0.0150941	0.017202	0.0194172	0.013699	0.015101	0.0194958	0.0292588	0.0173553	0.0284761	0.0284006	0.0373286	0.0411066	0.0318913	0.0503481	0.133152
qu'	0.0592039	0.0494793	0.0404453	0.0323895	0.0221587	0.0197446	0.0152687	0.0159911	0.0111818	0.0121567	0.016976	0.0150764	0.013126	0.0218408	0.00879485	0.0221174	0.0134024	0.00659279	0.00362249	0.00368047	0.00449458	0.00336601	0.00140094	0.00183343	0.000692155	0.00168092	0.00291451	0.00477145	0.0109129	0.022673	0.0588807	0.0174935	0.0288136	0.0360213	0.0609835	0.0564744	0.0693297	0.0895208	0.124494
il	0.0660556	0.0407072	0.0278969	0.017755	0.0170517	0.014986	0.0159682	0.0218396	0.0163971	0.0191234	0.0295338	0.025216	0.0200429	0.0329348	0.0129728	0.036838	0.0269079	0.0230293	0.0121742	0.0116476	0.0153975	0.0111564	0.00474402	0.00832962	0.00217268	0.00480713	0.00587639	0.0102289	0.0177398	0.0247062	0.0483394	0.0232214	0.0286019	0.0284374	0.0425255	0.0386832	0.0415281	0.059259	0.0951676
s'	0.075328	0.0564405	0.0371255	0.0257358	0.0237347	0.0238074	0.0168882	0.0152581	0.0086542	0.00667171	0.00800649	0.00690849	0.00861008	0.0135718	0.010447	0.0211428	0.0249328	0.0212054	0.0192046	0.0173698	0.0161677	0.0190726	0.0155361	0.0203114	0.0142476	0.0197159	0.023486	0.0325145	0.0389713	0.0469095	0.0390549	0.0292902	0.0287733	0.0154557	0.0316412	0.0264009	0.0313838	0.0405992	0.0694248
est	0.0807752	0.0562617	0.0258075	0.0205449	0.0282979	0.0220095	0.02349	0.0218251	0.0101275	0.0100343	0.0130076	0.00899772	0.00730935	0.0113864	0.0103069	0.0113419	0.00891813	0.0112835	0.0109899	0.00704185	0.00575604	0.0148118	0.0152503	0.0243047	0.0167492	0.0361657	0.035822	0.0623473	0.0521387	0.0847551	0.0277331	0.0326554	0.0226626	0.0130035	0.0297261	0.0259057	0.0311248	0.0390389	0.0302921
appuyé	0.0694792	0.049708	0.0344772	0.0297362	0.0533452	0.0207844	0.0250864	0.0178515	0.00915291	0.0150732	0.0218077	0.0149601	0.00850672	0.0158398	0.0121912	0.0090345	0.00998778	0.0117985	0.0113476	0.00866219	0.00835657	0.0188094	0.0173297	0.0219636	0.0172942	0.0223456	0.0225959	0.0337901	0.0471987	0.0534616	0.0388598	0.0253264	0.0200859	0.0196481	0.0265956	0.0292242	0.024638	0.0376887	0.0659575
contre	0.0519084	0.0311479	0.0186142	0.00954647	0.00824143	0.005356	0.00470918	0.00480697	0.00271971	0.00237005	0.00253043	0.00215205	0.00146544	0.00232483	0.00239008	0.00425128	0.00261657	0.00349785	0.0040898	0.00314751	0.00264208	0.00319008	0.00227214	0.00473164	0.00316786	0.00384487	0.00466268	0.00907184	0.018835	0.0339788	0.0500747	0.0496499	0.0744578	0.0715592	0.0857884	0.0843391	0.0756438	0.0885528	0.165651
le	0.0645202	0.0325819	0.0190237	0.0107638	0.0139753	0.0119854	0.00909554	0.0124743	0.00686433	0.0054003	0.00577263	0.00478403	0.00403878	0.00644657	0.00497721	0.00836175	0.0075686	0.0067273	0.00646738	0.00571979	0.00532536	0.00569249	0.00427448	0.00776798	0.00624668	0.00817306	0.0109934	0.0133024	0.0248817	0.0475956	0.0808182	0.0385295	0.0493824	0.0326036	0.0729325	0.0616357	0.0703214	0.0860251	0.12595
mur	0.0560629	0.0255047	0.0157007	0.00841967	0.008052	0.0094553	0.00560366	0.0063482	0.00532249	0.00544355	0.00707324	0.00672961	0.00368239	0.00594349	0.00587279	0.0133384	0.0126012	0.0148138	0.0179194	0.0133345	0.0157663	0.0178727	0.012935	0.0146363	0.00734261	0.0101461	0.0165908	0.0217519	0.0353123	0.0589013	0.0562667	0.0350377	0.0429114	0.0370045	0.0470409	0.0520014	0.0540036	0.0772428	0.140014
</S>	0.0421571	0.0225694	0.0185976	0.0120303	0.0096475	0.00757124	0.0036564	0.00301429	0.00264677	0.00203497	0.00260926	0.00293379	0.00211404	0.003439	0.00450649	0.0068709	0.00664992	0.0085264	0.0101528	0.00858462	0.00909113	0.00884554	0.00630163	0.00771089	0.00463121	0.00476673	0.00615294	0.00999147	0.0200514	0.0440938	0.0446905	0.0419045	0.0557155	0.044437	0.058744	0.0685619	0.0660356	0.105158	0.212804
