 	a66	a87	a23	a5	a37	a6	a0	a43	a31	a47	a21	a5	a92	a85	a6	a0	a75	a98	a6	a7	a75	a85	a47	a36	a2	a57	a87	a23	a40	a37	a61	a66	a38	a54	a6	a37	a6	a7	a84	a87	a23	a87	a23	</S>
il	0.0613024	0.0588336	0.0242658	0.0216534	0.0298551	0.0175041	0.00424891	0.00530877	0.00615789	0.0109276	0.0128097	0.00739551	0.0074406	0.00822256	0.0221504	0.0266034	0.02369	0.0267755	0.0257604	0.028361	0.021222	0.0223664	0.0232524	0.0192748	0.0339023	0.0272234	0.0246837	0.0368088	0.0229515	0.00964435	0.0114954	0.011545	0.006432	0.0122385	0.010228	0.00948502	0.00734494	0.00763707	0.0138101	0.0243327	0.0169483	0.0337112	0.0434125	0.120783
y	0.0735993	0.0847836	0.0722334	0.0552402	0.0469435	0.043013	0.00989725	0.00766434	0.00697404	0.00892615	0.00793047	0.00689464	0.00575931	0.00503127	0.00839476	0.011632	0.0108503	0.0114878	0.010935	0.0113392	0.0153557	0.0150418	0.0164041	0.0127985	0.0219546	0.0216731	0.0211296	0.0240396	0.0187795	0.0132246	0.0151669	0.0248262	0.0145018	0.033995	0.0216087	0.0153074	0.0092932	0.0138125	0.0157595	0.0207406	0.0115537	0.0223123	0.0282034	0.0729879
a	0.075481	0.0894243	0.125974	0.081819	0.0419939	0.037514	0.0190633	0.00702751	0.00712818	0.00728552	0.0066347	0.00865088	0.00546763	0.00485358	0.00635246	0.0079883	0.00845485	0.00932044	0.00758257	0.00675067	0.0123351	0.0205996	0.0166297	0.0112526	0.0152881	0.021398	0.0203833	0.0162698	0.0134369	0.0111232	0.0164628	0.0305061	0.0172637	0.0256484	0.0212443	0.0107254	0.00815268	0.0109179	0.0128156	0.0156891	0.00690305	0.0144804	0.0207683	0.0649391
longtemps	0.075481	0.0738056	0.0532587	0.050813	0.0451262	0.0247359	0.0172862	0.0138139	0.0153881	0.0158672	0.0122579	0.0140256	0.0115336	0.00998366	0.0137792	0.0137276	0.0139683	0.0142219	0.0159575	0.0164772	0.0186768	0.0251294	0.0185804	0.0155114	0.0218851	0.0205136	0.0163608	0.0202945	0.0160296	0.0139412	0.0202186	0.0191378	0.0158904	0.0141349	0.019653	0.0157951	0.00890159	0.0157895	0.0161384	0.0203211	0.0101898	0.0202974	0.0301977	0.0649037
qu'	0.0608781	0.0387344	0.015996	0.0203457	0.0306366	0.0208253	0.0292396	0.0232357	0.0263801	0.0200134	0.0230884	0.0217229	0.0143595	0.0136111	0.0120615	0.0131868	0.0124301	0.0126146	0.0137744	0.0117383	0.0160729	0.0318924	0.0340205	0.0221791	0.0306618	0.0395303	0.0233891	0.0346113	0.0247547	0.0284408	0.0183358	0.0353508	0.012291	0.0219902	0.0192595	0.0152719	0.0131937	0.0134895	0.018192	0.0219477	0.0179762	0.0222069	0.0228286	0.0272408
il	0.0337662	0.0176371	0.00542575	0.00741491	0.0136252	0.0096682	0.012298	0.0163269	0.017491	0.0155837	0.0182717	0.0123212	0.0109241	0.0102216	0.0157645	0.0135075	0.0141128	0.0134464	0.0159382	0.0186785	0.0143344	0.0314206	0.0257698	0.0388721	0.0321511	0.0565613	0.0361408	0.0371461	0.0384518	0.0498849	0.02625	0.0688921	0.0211646	0.0283361	0.0225446	0.0166141	0.0164893	0.0204029	0.022628	0.0275234	0.0207846	0.0204866	0.0193292	0.0153982
l'	0.0407575	0.0312984	0.0149195	0.0145397	0.0153277	0.0145654	0.0105947	0.0126682	0.00955105	0.00972218	0.0100956	0.00888374	0.00729816	0.00751841	0.00926219	0.00711571	0.00702638	0.00610121	0.00788493	0.0104352	0.00644485	0.00981606	0.00884692	0.0192632	0.0240458	0.0520599	0.0441663	0.0358667	0.0572155	0.0527861	0.0446324	0.0664508	0.0306577	0.0336623	0.0328152	0.0272792	0.0171237	0.0211377	0.0224795	0.0219992	0.0181627	0.0235958	0.0308914	0.043035
a	0.0549999	0.0332204	0.0224894	0.0182345	0.013072	0.0103433	0.00639888	0.00853263	0.00780464	0.00766409	0.0083856	0.00727269	0.00572328	0.00567382	0.00932116	0.00802449	0.00719887	0.00795508	0.00894699	0.0110141	0.0117591	0.0120084	0.0109821	0.0234657	0.0248374	0.0384475	0.0244235	0.0389839	0.0289314	0.0307753	0.0191984	0.0284966	0.0381258	0.0486623	0.0438611	0.0353534	0.0200085	0.01907	0.0273912	0.0424642	0.019526	0.0349353	0.0448365	0.0711805
vu	0.0503996	0.0417049	0.0271827	0.0259392	0.0219648	0.0141868	0.00718613	0.00773056	0.00760466	0.00775924	0.00850766	0.00645763	0.00426012	0.00413277	0.00892539	0.00817591	0.00743911	0.00764124	0.00855842	0.010431	0.0107598	0.0118542	0.0114614	0.0175289	0.017144	0.0275027	0.018199	0.0310011	0.0161718	0.0222425	0.0128886	0.0250079	0.024186	0.0353023	0.0532328	0.0422103	0.0236475	0.0263212	0.0319351	0.0406996	0.0317306	0.0419529	0.0442556	0.0965767
</S>	0.0316048	0.0272515	0.0201439	0.0220777	0.0209363	0.0134642	0.00554253	0.00599032	0.00767324	0.00841878	0.0090031	0.00605113	0.00443448	0.00419893	0.0101257	0.00965247	0.00898305	0.00900312	0.00941193	0.0109206	0.0101123	0.0130055	0.0123259	0.0116953	0.0133977	0.0237445	0.0144762	0.0242822	0.0131295	0.0131478	0.00845495	0.0179127	0.0134212	0.0202679	0.0349757	0.0402288	0.0349056	0.0459523	0.042601	0.0583549	0.0514902	0.0477039	0.0590804	0.130446
