 	a66	a87	a23	a79	a15	a92	a5	a85	a6	a0	a75	a92	a37	a61	a47	a21	a61	a96	a90	a15	a98	a15	a7	a84	a57	a87	a23	a99	a62	a12	a18	a21	a5	a43	a75	a92	a75	a25	a79	a93	a4	a57	a11	a56	a62	a31	a88	a71	a66	a13	a9	a10	a87	a23	a87	</S>
manière	0.00782911	0.00438022	0.00549423	0.00457757	0.00382988	0.00369238	0.0101174	0.014205	0.0137084	0.0257557	0.0237418	0.0321229	0.0249045	0.0220748	0.0220526	0.0210548	0.0140449	0.00831389	0.007498	0.0108457	0.0184729	0.0184124	0.0152205	0.0150079	0.0164998	0.0218328	0.0133977	0.0179527	0.0188721	0.011032	0.0182627	0.0103565	0.0129119	0.00548006	0.00742232	0.00641463	0.00555936	0.00332272	0.00595083	0.0102499	0.00953473	0.0153424	0.0144772	0.0106404	0.0139831	0.0111732	0.0160298	0.0112649	0.0339589	0.0161519	0.0381982	0.0433601	0.0470058	0.0576526	0.0536428	0.0747083
qu'	0.0330923	0.0287819	0.0298	0.0369618	0.0190903	0.0187442	0.0334692	0.0280888	0.0152385	0.0270247	0.0276409	0.030041	0.0305787	0.0256875	0.0140367	0.0163454	0.0231145	0.0133804	0.0291127	0.0159272	0.028974	0.0240212	0.0123021	0.0218182	0.0181882	0.0450602	0.0245367	0.0281396	0.0148273	0.00978297	0.0192069	0.0238861	0.0321641	0.0123245	0.0198673	0.0213431	0.0155645	0.00417941	0.00648453	0.0098815	0.00662895	0.0113088	0.00925597	0.00621077	0.00462974	0.00362564	0.00461384	0.00396558	0.00560802	0.00491802	0.00552869	0.00639907	0.00578589	0.00807339	0.00925577	0.0154827
un	0.038714	0.065737	0.0538357	0.0878273	0.0418537	0.0240198	0.0212702	0.0132638	0.0127581	0.0141739	0.0157126	0.0211195	0.019857	0.0200161	0.0119519	0.0149995	0.0202628	0.0128901	0.0186923	0.0127432	0.0181781	0.014139	0.00766082	0.0165576	0.0133884	0.0271979	0.0185801	0.0185789	0.0104144	0.00789474	0.0135547	0.0227112	0.0270567	0.0203897	0.0289562	0.0304543	0.024504	0.00858984	0.0086884	0.0087915	0.00878365	0.0146592	0.00854122	0.00493082	0.00486468	0.00306077	0.00297746	0.00308775	0.00410742	0.00644415	0.00547534	0.00575257	0.00594003	0.0102737	0.00932987	0.0137864
pêcheur	0.028343	0.033226	0.037265	0.0442551	0.0530825	0.0633945	0.0459137	0.0190303	0.0200005	0.0139608	0.0296331	0.0357047	0.0165506	0.0185637	0.0184642	0.0112853	0.013179	0.00866683	0.00715917	0.00858678	0.0148364	0.014487	0.0164789	0.0206251	0.0130794	0.0104592	0.0148062	0.0199466	0.0147138	0.0181344	0.0136996	0.0166747	0.0169734	0.0201971	0.0201895	0.0167296	0.017088	0.010079	0.009179	0.00889766	0.0147176	0.0162623	0.0116334	0.00692336	0.0120934	0.00751451	0.00880374	0.00420329	0.0082264	0.00480627	0.00701147	0.00782066	0.00950911	0.017494	0.0194025	0.0100388
connait	0.0180507	0.0143386	0.0159631	0.0150088	0.0189284	0.0259794	0.0204245	0.0121275	0.0141429	0.0136418	0.0202599	0.0266897	0.0157788	0.0146628	0.0157389	0.0120926	0.0126353	0.00807827	0.00862899	0.0103939	0.0165866	0.0176593	0.019043	0.0228197	0.0193201	0.0182706	0.0194928	0.0208625	0.0175148	0.0153263	0.0194978	0.0184348	0.0182928	0.0155193	0.0164192	0.0137914	0.013397	0.010277	0.0110531	0.0119026	0.0167455	0.022606	0.0190667	0.013681	0.026192	0.01186	0.0126419	0.00709375	0.0177818	0.0118723	0.0230573	0.0226428	0.026163	0.037445	0.0413257	0.0407797
les	0.0248906	0.0142241	0.01791	0.0148412	0.0203703	0.0212313	0.0183147	0.0148056	0.016363	0.0154026	0.0200339	0.0301234	0.0169224	0.0188485	0.0210825	0.0166565	0.0173743	0.01322	0.0118391	0.0131791	0.0240082	0.0243479	0.0215597	0.0249302	0.0195976	0.0265407	0.0176706	0.0203321	0.0167088	0.0145336	0.0193961	0.0199437	0.0216619	0.0147503	0.0156041	0.0141192	0.0123155	0.0101957	0.0151912	0.014563	0.0130232	0.0180455	0.0176524	0.012711	0.0201291	0.0161141	0.0149836	0.0128382	0.0150983	0.0126898	0.0172653	0.0175567	0.0147922	0.0192969	0.0228685	0.0293319
caches	0.018489	0.0108667	0.0131229	0.0104275	0.0174305	0.0101853	0.0081585	0.00932412	0.011021	0.0135366	0.0144851	0.025136	0.0122126	0.0132872	0.0150645	0.00982165	0.010857	0.0071471	0.00742511	0.00639728	0.0115045	0.0161589	0.0175508	0.0182735	0.0168223	0.0209697	0.0159064	0.0167274	0.0150589	0.0144677	0.0136197	0.0133523	0.0155265	0.013701	0.0144352	0.014515	0.0154512	0.0133171	0.0170476	0.0192372	0.0195166	0.0265412	0.0291365	0.0282878	0.0335467	0.031439	0.0281383	0.0226845	0.0285132	0.018178	0.0264939	0.0288274	0.0233814	0.0277008	0.03868	0.0308959
des	0.035555	0.0161993	0.0202444	0.016754	0.0175421	0.0142271	0.00883499	0.00508721	0.00680429	0.00649965	0.0101606	0.0188344	0.00946908	0.0135464	0.0128254	0.0123247	0.0141131	0.0102722	0.00904219	0.0085028	0.0187191	0.0208274	0.0160603	0.0222239	0.016213	0.0213443	0.0141122	0.0169444	0.0136157	0.0128934	0.0186801	0.0205287	0.021357	0.015749	0.0169288	0.0154284	0.0147953	0.0109178	0.0160093	0.0149671	0.0140662	0.0270213	0.0261933	0.0168966	0.0342038	0.0226413	0.0205203	0.0181593	0.0209419	0.024113	0.0288673	0.0246911	0.0226706	0.0313273	0.0291751	0.0333575
poissons	0.0142835	0.00922414	0.0104184	0.00936065	0.0114538	0.00916579	0.00823138	0.00795459	0.00977912	0.00966429	0.0127355	0.0155001	0.01211	0.0123991	0.0126764	0.0103247	0.0129122	0.00925097	0.00868758	0.00824986	0.0120225	0.0164445	0.0164458	0.0199523	0.0171941	0.0193745	0.0194153	0.0203597	0.0172832	0.0185711	0.0186529	0.0186097	0.0212982	0.020488	0.0202522	0.0198743	0.0200972	0.0148463	0.0163749	0.0146954	0.0182254	0.0251882	0.0289617	0.0305558	0.0397109	0.0324618	0.028399	0.0234579	0.0289859	0.0203829	0.0258715	0.0258025	0.0233875	0.0209383	0.0287555	0.0222813
</S>	0.0105023	0.0049915	0.00666264	0.00522409	0.00759706	0.00523758	0.00556384	0.00574292	0.00785432	0.0108344	0.0104881	0.0201911	0.0132924	0.0200016	0.0217003	0.0200016	0.0165251	0.0101105	0.00714817	0.0088415	0.0142612	0.0185055	0.0162166	0.0148078	0.0134683	0.0187426	0.0115032	0.017437	0.0185543	0.0143873	0.0158103	0.010605	0.0129411	0.0104713	0.00992431	0.0107713	0.0121103	0.00705196	0.0107057	0.0107784	0.014089	0.0171378	0.0222815	0.0329197	0.0391035	0.0313789	0.0295606	0.0260304	0.030141	0.0326867	0.033691	0.0336577	0.033275	0.0465138	0.0372028	0.0527665
