 	a66	a87	a23	a30	a93	a75	a21	a61	a24	a75	a25	a92	a79	a7	a98	a15	a98	a47	a36	a0	a43	a75	a85	a47	a36	a2	a40	a85	a92	a12	a75	a85	a6	a37	a61	a62	a88	a71	a25	a38	a90	a98	a85	a47	a36	a98	a47	a6	a36	a2	a57	a87	a23	a87	a23	a87	</S>
que	0.00974926	0.00916305	0.00776895	0.0108437	0.0132914	0.0144245	0.0133112	0.00893099	0.00755349	0.00855493	0.00651555	0.0144849	0.0127822	0.0128714	0.0207582	0.0227276	0.0261514	0.0162485	0.0187259	0.027763	0.026766	0.0255413	0.0181208	0.0232714	0.0266432	0.0272063	0.0323846	0.028357	0.0302274	0.0328683	0.0240832	0.0172068	0.0192684	0.0263304	0.0293228	0.00572441	0.0208694	0.0140274	0.0220622	0.0114878	0.00934257	0.00639926	0.00299445	0.00282912	0.00301048	0.00456202	0.00603214	0.00927033	0.0107324	0.010233	0.0138489	0.0204474	0.0277043	0.0241687	0.0221834	0.0406911	0.041161
les	0.0184829	0.0177903	0.0141469	0.0160838	0.0169176	0.0106471	0.00966942	0.00698338	0.00859947	0.0136221	0.00822682	0.012829	0.0168013	0.0147504	0.013149	0.0135778	0.0122443	0.0105865	0.016452	0.0165382	0.0167157	0.0200297	0.0240964	0.015225	0.0270974	0.0255069	0.0159354	0.0164622	0.0208664	0.0195935	0.0245536	0.0230173	0.0274937	0.0382836	0.0529773	0.0203442	0.0633698	0.0265157	0.0318734	0.0163961	0.0123905	0.0136058	0.00709731	0.0116344	0.00991654	0.00596119	0.00692726	0.0105759	0.00696123	0.0104753	0.0114997	0.0123681	0.0150645	0.0159893	0.0151943	0.0182502	0.0216368
femmes	0.0651734	0.0843632	0.0858652	0.0700628	0.072116	0.0430889	0.0255511	0.0270337	0.019583	0.0266169	0.0171428	0.0192994	0.0207326	0.0168465	0.015468	0.00867882	0.00792115	0.0148611	0.00709005	0.0111535	0.0103393	0.00659451	0.00525413	0.00468381	0.00751112	0.00496006	0.00368706	0.00406928	0.004964	0.00480848	0.00912024	0.0110522	0.00986764	0.0120768	0.0146955	0.00897079	0.0224975	0.00855425	0.0105106	0.00670447	0.00432641	0.00724654	0.00561535	0.00892446	0.00775799	0.00505903	0.0042999	0.00349498	0.0034821	0.00221034	0.00753852	0.00952976	0.0130056	0.0278443	0.0148795	0.025807	0.0194082
sont	0.0423522	0.0464271	0.0446096	0.0446163	0.0557095	0.0546037	0.0417249	0.0314769	0.0207767	0.023217	0.013447	0.0190798	0.0132698	0.0161015	0.0179582	0.0115842	0.0129672	0.0172562	0.00876936	0.0164333	0.0189835	0.0150138	0.00795047	0.00899352	0.0192068	0.00953192	0.00613094	0.00684349	0.0133698	0.00864078	0.0153388	0.0115824	0.0144294	0.0129806	0.0174847	0.009294	0.0200303	0.00597322	0.00738948	0.00792792	0.00306247	0.010336	0.00468157	0.0139531	0.0101438	0.00827288	0.00684824	0.00468993	0.00538669	0.00559923	0.0127861	0.00994853	0.0155732	0.0220755	0.0195546	0.0325786	0.0250333
allées	0.0272893	0.0250085	0.0354913	0.0364949	0.0461511	0.0322021	0.0181845	0.0130001	0.0127808	0.0178946	0.0114853	0.0175791	0.0166143	0.0185848	0.0213227	0.016003	0.0121494	0.0136252	0.0100049	0.0189317	0.018451	0.0160452	0.00914014	0.0086323	0.0182008	0.0118214	0.00559089	0.00466065	0.0116193	0.00658063	0.0161227	0.0160845	0.0158573	0.0143877	0.0117802	0.0128389	0.0197629	0.00946621	0.00993456	0.0163058	0.00703468	0.0275822	0.0109743	0.0295932	0.0322268	0.0198673	0.0168025	0.00627511	0.00582756	0.00607422	0.0158614	0.00994911	0.0206317	0.0203278	0.0284982	0.0423828	0.0260107
à	0.0130978	0.0082131	0.00993935	0.0105075	0.0181514	0.0209169	0.0121791	0.0095237	0.00803242	0.0096579	0.00650502	0.0078659	0.00974964	0.0118194	0.0261299	0.0202603	0.028111	0.0192843	0.0146791	0.0320596	0.0268355	0.0229803	0.0173037	0.0221254	0.0225788	0.0196217	0.0279286	0.0259038	0.0295096	0.0327124	0.0387172	0.0288702	0.032554	0.0286183	0.028114	0.0109325	0.0137969	0.014941	0.0184847	0.0129254	0.00842189	0.0113101	0.0103312	0.0089343	0.00899345	0.00833211	0.00627576	0.00798784	0.0150251	0.0181607	0.00778653	0.00969146	0.0135664	0.0210922	0.0155293	0.0204366	0.0359877
la	0.0132668	0.013147	0.0147078	0.0132254	0.0165279	0.0140641	0.0109941	0.0118123	0.0103458	0.0137934	0.00692569	0.0106388	0.0104704	0.0113082	0.0129359	0.0100985	0.0137611	0.0102194	0.00878856	0.0149807	0.0154762	0.0147749	0.00887743	0.0125394	0.0152335	0.014824	0.0150493	0.0159222	0.0205015	0.0189447	0.0246873	0.0246565	0.0270422	0.0294519	0.0391515	0.0206392	0.0216197	0.0205253	0.0190713	0.0134854	0.0104311	0.0115004	0.0122532	0.00927902	0.011606	0.0152465	0.0112885	0.0152159	0.0330692	0.0272145	0.0182163	0.0184922	0.0262772	0.0334115	0.0270534	0.0368602	0.0480996
pêche	0.0139407	0.0110351	0.0136682	0.0100536	0.0120305	0.00906814	0.00819997	0.0113851	0.00906515	0.0177499	0.010581	0.0109686	0.0147005	0.0171029	0.0149899	0.0128372	0.0147355	0.012078	0.011142	0.0112628	0.0112307	0.0101601	0.0100276	0.0122028	0.0139172	0.0148724	0.0115235	0.0145752	0.0142744	0.0154372	0.0173854	0.0178138	0.0211671	0.0226599	0.0286872	0.0131422	0.0173821	0.0157758	0.0146105	0.0131114	0.0147757	0.0152801	0.0137116	0.013809	0.0141586	0.0234079	0.0165853	0.0138007	0.0299091	0.022297	0.0227493	0.0227311	0.0402005	0.0296952	0.041601	0.042038	0.0666984
avec	0.0336082	0.0393369	0.0343622	0.019464	0.0376509	0.0426381	0.0371484	0.0476401	0.038484	0.0409465	0.026472	0.0268901	0.0288156	0.0284936	0.017102	0.0102632	0.0176268	0.0421686	0.0148702	0.0204341	0.0306009	0.0180542	0.0131373	0.0120999	0.0160171	0.0115468	0.00488726	0.00645133	0.00630472	0.00509789	0.0126053	0.00948857	0.00795543	0.00614667	0.00419538	0.00640574	0.00782477	0.00319468	0.00628297	0.00861659	0.00401547	0.0101562	0.00554831	0.00987986	0.0110714	0.00785992	0.0102746	0.00786818	0.00841108	0.00976999	0.0179644	0.013725	0.01755	0.0155987	0.019736	0.0167865	0.0124551
les	0.0553893	0.0631824	0.0615408	0.0526963	0.0613079	0.0573336	0.0490003	0.044112	0.0345025	0.0344157	0.0245013	0.0372589	0.024038	0.0196149	0.0146427	0.00846743	0.00914935	0.016943	0.00775909	0.0147971	0.0170762	0.0120632	0.00523748	0.00612572	0.00806191	0.00527597	0.00271498	0.00332254	0.00567979	0.00343143	0.00978845	0.00826651	0.00815755	0.00714444	0.00617251	0.00790218	0.01366	0.00516488	0.00576063	0.00669665	0.00350319	0.00894194	0.00557543	0.00922914	0.00818074	0.0053058	0.00646151	0.00557581	0.00603971	0.0075146	0.0127805	0.0110014	0.0134325	0.0196517	0.0126067	0.017056	0.0087876
enfants	0.0563343	0.0829336	0.0859064	0.0554149	0.0786353	0.0686056	0.0522943	0.0438649	0.0287085	0.0302423	0.0193157	0.0237914	0.0177411	0.0106973	0.00687969	0.00473115	0.00503652	0.0123115	0.00417878	0.00694788	0.00847497	0.00588443	0.00289619	0.00354973	0.00519037	0.0039277	0.00300991	0.00392843	0.00438346	0.00433778	0.00572069	0.00524203	0.00430415	0.00550841	0.00553422	0.00372948	0.00549181	0.00321529	0.00527665	0.00626346	0.00430856	0.00978127	0.00835011	0.00944163	0.0111859	0.00995386	0.0104133	0.00790684	0.0123946	0.0112013	0.0124266	0.0138083	0.0149354	0.019936	0.0184159	0.0195222	0.0155778
</S>	0.0386758	0.0643808	0.0661922	0.0322067	0.0556495	0.0557195	0.0505275	0.0602797	0.0513317	0.0547456	0.0383498	0.0323696	0.0272306	0.0137037	0.0080237	0.00594946	0.00776556	0.0154888	0.00669201	0.00756802	0.00909665	0.00605389	0.0057478	0.00623523	0.00788716	0.00650924	0.00588988	0.00693461	0.0061107	0.00682608	0.00764611	0.00676562	0.00533998	0.00560164	0.00567838	0.00414819	0.00383209	0.00275912	0.00516387	0.00554193	0.00478642	0.00756362	0.00563484	0.00546515	0.00770646	0.00872184	0.00923226	0.0062196	0.0122769	0.00676244	0.0113892	0.0111303	0.0148792	0.0167614	0.0190192	0.0177719	0.0220609
