 	a87	a40	a6	a21	a61	a93	a13	a93	a90	a96	a53	a56	a70	a75	a44	a90	a44	a98	a6	a11	a75	a47	a73	a44	a38	a4	a93	a35	a36	a57	a87	a23	a54	a36	a26	a57	a38	a75	a44	a13	a54	a47	a5	a61	a62	a47	a83	a18	a26	a57	a87	a23	a87	</S>
d'	0.0159793	0.00697716	0.00528319	0.0100842	0.00989464	0.018121	0.0149011	0.0115413	0.00986008	0.0167873	0.0161151	0.0100887	0.0146629	0.0320287	0.0231712	0.0190181	0.0212572	0.0344165	0.045758	0.0420799	0.0270309	0.0338171	0.0148378	0.0188664	0.0125467	0.0114101	0.00526004	0.00642231	0.00280516	0.00526924	0.00225512	0.00360798	0.00370804	0.00268603	0.00479039	0.00824404	0.00304632	0.00464	0.00661103	0.0108045	0.00596271	0.0232713	0.0137606	0.0157439	0.0156329	0.01854	0.0300414	0.0417092	0.0262538	0.044895	0.0456625	0.0463983	0.075546	0.0298975
élever	0.00979194	0.00922602	0.00565792	0.0123078	0.0103713	0.00766306	0.0107734	0.0109761	0.0152007	0.0213505	0.0156007	0.0108281	0.0200292	0.0199556	0.0283654	0.0245632	0.0260071	0.0324625	0.0308504	0.0177571	0.0276209	0.0316536	0.0260348	0.0227536	0.0250866	0.0288217	0.0293235	0.0242672	0.0189609	0.0229442	0.0171222	0.0201324	0.0171037	0.012566	0.017797	0.0135563	0.0100149	0.0142689	0.011133	0.017454	0.0117486	0.0154344	0.0139672	0.0120392	0.0138253	0.0211412	0.0208899	0.0215243	0.0230027	0.0230274	0.0169299	0.0166511	0.0307672	0.0106982
une	0.0101727	0.00878493	0.0055679	0.00889532	0.00869275	0.00561313	0.00821631	0.00972868	0.0116218	0.0142631	0.0132037	0.00876344	0.0192893	0.0167487	0.0188896	0.0180819	0.0181482	0.0218816	0.0255772	0.0201575	0.0262273	0.0321366	0.0210311	0.023793	0.0222021	0.0253523	0.0162438	0.0138717	0.010338	0.0142058	0.0110343	0.0142164	0.0120352	0.0111986	0.0109234	0.010371	0.00870651	0.0155994	0.0142763	0.022013	0.0327853	0.0354072	0.0377357	0.0273955	0.0220448	0.0326679	0.0307133	0.0343163	0.0398026	0.036158	0.015796	0.0163062	0.0224489	0.00834906
butte	0.00843956	0.0104297	0.0109977	0.0150308	0.0126272	0.00914593	0.00977234	0.016599	0.0332193	0.0200579	0.0220201	0.0220978	0.0373053	0.0279084	0.025146	0.0188294	0.0207131	0.0178692	0.020767	0.0136217	0.0194572	0.0282733	0.0197503	0.0198066	0.0159078	0.0243669	0.0121934	0.0140984	0.0143897	0.011404	0.0110502	0.0183566	0.0124612	0.0152565	0.0115138	0.0125937	0.0183056	0.0292275	0.0310896	0.0280108	0.0327841	0.038102	0.0393605	0.0224314	0.0158875	0.0135907	0.0144658	0.012404	0.0231783	0.014436	0.00859237	0.00838567	0.0124949	0.00377627
en	0.0167719	0.0150325	0.0127825	0.0224314	0.0163734	0.0110334	0.0134078	0.0117297	0.0249727	0.0163659	0.0190929	0.0227012	0.0339443	0.0294468	0.0209829	0.0225967	0.0211432	0.0200474	0.0194738	0.0187048	0.0179641	0.0232375	0.0175572	0.0162877	0.0150303	0.0181832	0.010162	0.0113647	0.0148381	0.0107389	0.0113886	0.016108	0.013017	0.0121089	0.00980225	0.0118418	0.0166519	0.0195404	0.0234759	0.0230723	0.0317808	0.0445508	0.0456209	0.030305	0.0224892	0.0144104	0.0150872	0.0131786	0.0193982	0.0124112	0.00899057	0.0123732	0.0143842	0.0136138
mémoire	0.017332	0.0117841	0.00900677	0.013609	0.0188217	0.0145943	0.021748	0.0206644	0.0288548	0.0232736	0.0225968	0.022286	0.0310162	0.0257234	0.023435	0.0247827	0.0227325	0.0231179	0.0222296	0.0205137	0.0199316	0.021874	0.0194688	0.0198873	0.015501	0.018068	0.0139916	0.0169611	0.0148289	0.0175493	0.0129498	0.0177436	0.0157646	0.015672	0.0160962	0.0150009	0.0156915	0.0183921	0.0217126	0.0181148	0.0305744	0.0224921	0.0219935	0.0142214	0.010719	0.0106862	0.0123606	0.0128097	0.0161456	0.0142893	0.0111817	0.016714	0.0168025	0.0256882
d'	0.0304555	0.0122073	0.0109947	0.0106	0.0109594	0.0124399	0.0109891	0.0103785	0.00892455	0.0139713	0.012997	0.0112532	0.0152372	0.0176435	0.01648	0.0226942	0.0191164	0.0293152	0.0259887	0.0303433	0.0216854	0.0258656	0.0123827	0.0177886	0.0198203	0.0152182	0.00970271	0.00921949	0.00741397	0.0108994	0.00682812	0.00691718	0.00943813	0.0053201	0.00678332	0.00833789	0.00646526	0.00627823	0.00766875	0.010115	0.0131788	0.0245662	0.0167786	0.0227026	0.0221367	0.0237824	0.0337437	0.0365794	0.0401877	0.0388724	0.0350883	0.035534	0.0398962	0.0598157
un	0.0280319	0.0127548	0.0109464	0.00877634	0.0134842	0.0181217	0.0160193	0.016443	0.0164739	0.0199137	0.0206966	0.0187362	0.0227129	0.0208616	0.0210344	0.0244351	0.0206024	0.0213369	0.0232001	0.0248353	0.0212493	0.0220738	0.0155385	0.0188148	0.0203418	0.0197954	0.0146184	0.0152542	0.0145797	0.0182833	0.0134216	0.0136609	0.0152056	0.00992753	0.0109964	0.0114795	0.0128032	0.0112993	0.0115129	0.0143893	0.0183625	0.0202294	0.0134927	0.0181607	0.0170367	0.0163806	0.0203317	0.0240243	0.0235687	0.0227107	0.0269042	0.0270319	0.0270794	0.0400244
mort	0.0258899	0.0237411	0.0170247	0.0221117	0.025234	0.024677	0.0254641	0.0262392	0.0271555	0.0280823	0.0280171	0.0271787	0.0281445	0.0272003	0.0256912	0.0265924	0.0249434	0.0236563	0.0206745	0.023574	0.0183525	0.0190491	0.0179351	0.0170175	0.0127308	0.0142646	0.0108314	0.0129109	0.0106142	0.0155114	0.0102073	0.0141721	0.0130684	0.0122687	0.0132354	0.0122868	0.0109691	0.012261	0.0121796	0.0130108	0.0143448	0.0160153	0.0144027	0.0130737	0.0117418	0.0117289	0.0125711	0.0126528	0.0154745	0.0143993	0.0128792	0.0216221	0.0198982	0.0350268
</S>	0.0315285	0.0292866	0.0266071	0.0289812	0.0235568	0.0176233	0.0246046	0.0192416	0.0171949	0.0188017	0.0183994	0.017678	0.0179098	0.0171839	0.0166575	0.0183213	0.0163295	0.0175954	0.0166407	0.018721	0.0153039	0.0170917	0.0135053	0.0118353	0.00738879	0.00916441	0.00536362	0.00701483	0.00504802	0.0071787	0.00478744	0.0061349	0.0057408	0.00660274	0.00782159	0.00775236	0.00591551	0.00847425	0.0108248	0.0109661	0.0102956	0.0192577	0.0186101	0.0171372	0.0204441	0.0193278	0.0222113	0.0227786	0.050236	0.0340768	0.0371168	0.0302708	0.0511577	0.0603019
