 	a82	a87	a97	a40	a7	a44	a53	a44	a70	a44	a20	a79	a44	a93	a34	a62	a96	a70	a93	a43	a11	a96	a0	a75	a73	a44	a69	a58	a40	a37	a54	a47	a7	a2	a27	a62	a96	a54	a44	a26	a96	a70	a99	a83	a53	a4	a57	a54	a44	a26	a57	a30	a57	a87	a23	a87	a23	a87	</S>
faire	0.0287334	0.019454	0.0138271	0.003157	0.00136997	0.00161728	0.0017259	0.00239419	0.00188392	0.00244019	0.00339509	0.00540057	0.0066342	0.00854932	0.0104026	0.0154382	0.0172271	0.0154875	0.0123409	0.0224475	0.0304334	0.0336015	0.0283147	0.0265372	0.0300902	0.0205301	0.02112	0.0221167	0.0281404	0.0191593	0.0227119	0.0141777	0.0150515	0.0145947	0.0149947	0.0129833	0.0126809	0.0100883	0.0076747	0.0164793	0.0180409	0.0157567	0.02415	0.0210409	0.0342828	0.0255454	0.0295161	0.0177174	0.0199453	0.0169527	0.0147185	0.0193171	0.0220252	0.0161637	0.0150666	0.022183	0.0173883	0.0215372	0.0332458
ôter	0.0277298	0.0145862	0.00756873	0.00187139	0.000930416	0.00119043	0.00182084	0.00291042	0.00433306	0.00467605	0.010871	0.0201165	0.0153633	0.00999826	0.0146478	0.0164691	0.0169097	0.0147737	0.0111786	0.0159596	0.0181852	0.0230396	0.0226026	0.0288025	0.0292888	0.0294531	0.030527	0.0336985	0.0367408	0.0333222	0.0323903	0.023961	0.0227755	0.0219505	0.0178175	0.0192496	0.0189236	0.0152638	0.0128611	0.0179111	0.0151637	0.0106989	0.0146382	0.0198465	0.0188991	0.0169307	0.0239864	0.0164546	0.0167396	0.0137286	0.00979332	0.0121191	0.0174061	0.0133669	0.0125096	0.0203783	0.0138268	0.0147823	0.016062
son	0.0166545	0.00501258	0.0026345	0.000560782	0.000594908	0.00115222	0.00228898	0.00295253	0.00449958	0.00705584	0.0183708	0.0363329	0.0302195	0.0159312	0.015646	0.0161313	0.0202544	0.0246814	0.0131642	0.0180262	0.0391587	0.0467677	0.0417251	0.0352679	0.0306197	0.0313874	0.035793	0.0354711	0.0380663	0.0406558	0.0265869	0.0241835	0.0272004	0.0173557	0.0184593	0.0146301	0.0175691	0.0116156	0.00959987	0.0118188	0.0102337	0.00734178	0.0155717	0.0248014	0.0116264	0.0126611	0.0177418	0.0125134	0.0127276	0.00934933	0.00869195	0.0068605	0.00817623	0.00645786	0.00465067	0.00745975	0.00519552	0.00515374	0.00668945
manteau	0.0225022	0.00719458	0.00372672	0.00101807	0.000861439	0.00149913	0.0017688	0.00328594	0.00524292	0.00559566	0.0136968	0.0362941	0.024967	0.0140973	0.0151469	0.0168136	0.0171048	0.0192537	0.0147001	0.0213684	0.0364059	0.0443559	0.0306656	0.0443263	0.0335462	0.0438567	0.0446442	0.0427358	0.0463717	0.0479442	0.0318883	0.0214353	0.0161285	0.0125941	0.0124342	0.0108093	0.0100788	0.0105023	0.00813442	0.0120636	0.0101568	0.00599696	0.0124735	0.0171794	0.0126571	0.0100471	0.0174656	0.0161008	0.0103489	0.0106632	0.00597755	0.00779482	0.00830115	0.0063596	0.00583644	0.00947048	0.0065943	0.00895663	0.0105599
au	0.0357046	0.012356	0.00725504	0.00175545	0.00104212	0.00164603	0.00396399	0.00301125	0.0021757	0.0018311	0.00443887	0.0128127	0.0137536	0.0132009	0.0126221	0.016322	0.0162195	0.0338485	0.035896	0.0407975	0.0804247	0.0815237	0.0403191	0.0330763	0.0242418	0.0168559	0.0179266	0.0188356	0.0167586	0.0179718	0.0141953	0.010736	0.00815445	0.00636671	0.010677	0.00710771	0.00880339	0.00889843	0.00449702	0.0103446	0.0119866	0.00616539	0.0127435	0.0223845	0.0199364	0.01647	0.0229994	0.0169714	0.0138846	0.0175442	0.00709124	0.0130112	0.0147875	0.00986135	0.0101646	0.0156187	0.0133802	0.0137398	0.0328919
voyageur	0.0217329	0.00979716	0.00713365	0.00182416	0.00132406	0.00334794	0.00556851	0.0068762	0.00514106	0.005519	0.0162533	0.03009	0.0206372	0.0131798	0.0161073	0.0229091	0.0221703	0.027518	0.0280181	0.0404656	0.0690669	0.0606792	0.039215	0.0367953	0.0284845	0.0245651	0.0227254	0.0188948	0.0184415	0.0204479	0.0170181	0.0110156	0.011269	0.0112503	0.0128066	0.011057	0.0115105	0.0123835	0.00774859	0.0104105	0.0123574	0.00829516	0.0131767	0.0170181	0.0116712	0.00966521	0.0191954	0.0168211	0.0106561	0.014426	0.00594589	0.0108254	0.0114937	0.00851367	0.00765397	0.0124575	0.00964535	0.0107398	0.0280437
serait	0.0247312	0.0135709	0.00807387	0.00270563	0.0022533	0.00377022	0.00652198	0.00568931	0.00448793	0.00298432	0.00524169	0.0113131	0.0126115	0.0170426	0.013627	0.0103502	0.0113686	0.0256629	0.0341307	0.0279807	0.0393244	0.0450759	0.0193272	0.0177346	0.0121679	0.010886	0.0203818	0.013563	0.0113161	0.0107274	0.0068937	0.00918309	0.00810597	0.00539647	0.0103478	0.0059329	0.00728994	0.00732331	0.0068923	0.012136	0.0150507	0.0122966	0.0273406	0.0356438	0.041864	0.0384292	0.0562074	0.0334607	0.0151438	0.0239731	0.0162377	0.0228787	0.0239474	0.0182676	0.0156279	0.0171825	0.0178948	0.0191765	0.0252537
vu	0.0222654	0.0128438	0.00921716	0.00386049	0.00160638	0.00331331	0.0064652	0.00585968	0.00391711	0.00424944	0.0107745	0.0138551	0.0107974	0.0156233	0.0178326	0.0118607	0.0112563	0.0195987	0.0226812	0.0253234	0.0304504	0.0304267	0.0231974	0.0194439	0.016005	0.0125737	0.0138483	0.0100104	0.0100814	0.00912096	0.00856301	0.00749897	0.011169	0.0111722	0.0151115	0.0135869	0.0149847	0.0142196	0.013218	0.0139271	0.016864	0.0241128	0.0481067	0.033958	0.0545169	0.0369258	0.0439252	0.026044	0.0131265	0.0188515	0.012717	0.0197149	0.0211265	0.0123717	0.0119476	0.0151241	0.0139499	0.0194004	0.0254062
comme	0.0247637	0.0143947	0.0120587	0.00444558	0.00233707	0.00490221	0.0104669	0.00877881	0.00565737	0.00441264	0.0101977	0.0135063	0.0161599	0.018426	0.0132077	0.00924171	0.00736958	0.0198635	0.0225726	0.0248263	0.0380985	0.0386639	0.0186122	0.0150694	0.014807	0.00807429	0.0120432	0.0114986	0.0108799	0.0107273	0.00756299	0.00753709	0.00835373	0.00961737	0.0113506	0.011773	0.0121816	0.0124025	0.0113877	0.0126406	0.0201327	0.0162715	0.0331312	0.0293627	0.0330571	0.0309257	0.0404579	0.0268851	0.020187	0.0194572	0.0202987	0.0270691	0.0202901	0.0151774	0.0157194	0.0209974	0.0179704	0.0230436	0.0386954
le	0.0158856	0.0105939	0.00909757	0.00339941	0.00205557	0.00308563	0.00739778	0.00650915	0.00504449	0.00575582	0.0127359	0.0153345	0.0177099	0.0132158	0.0109139	0.00792059	0.00567669	0.0156358	0.0185468	0.0185793	0.029952	0.0282432	0.0103033	0.0105698	0.00966842	0.00764665	0.0135604	0.0119181	0.0122358	0.0116629	0.00784213	0.0104514	0.00894284	0.00887611	0.00855704	0.0100992	0.00944873	0.00953612	0.0101991	0.0112585	0.0127714	0.010189	0.0188189	0.0185817	0.0209758	0.0232052	0.037252	0.0322833	0.0297881	0.0251171	0.032543	0.0346593	0.0323791	0.0279113	0.0252177	0.0352742	0.0304987	0.031336	0.0751325
plus	0.0158992	0.00883724	0.0069301	0.00226867	0.00141483	0.00317998	0.00570319	0.00837019	0.00635716	0.00795881	0.0304731	0.0326954	0.0244871	0.0133076	0.0153537	0.0125075	0.0090128	0.0193372	0.019522	0.0196641	0.0247284	0.0266122	0.0145803	0.019936	0.0187023	0.0157325	0.0206359	0.022488	0.0236427	0.0243435	0.0192873	0.0188881	0.0182103	0.020585	0.0165487	0.0213635	0.0187817	0.0198455	0.0180379	0.0172193	0.0199881	0.0158769	0.0183413	0.0189032	0.0156361	0.0175339	0.020241	0.0124827	0.0150323	0.0118165	0.0116854	0.0132465	0.0220675	0.0196931	0.0156222	0.0262136	0.0167239	0.0139352	0.0315116
fort	0.0162199	0.0110207	0.00959227	0.00626053	0.00331046	0.00513756	0.00943083	0.00913483	0.00650248	0.00821973	0.0215577	0.037981	0.0324536	0.0192808	0.0190575	0.00900782	0.00610865	0.017583	0.0180017	0.0129159	0.0175547	0.0184744	0.0102401	0.0106667	0.00953884	0.00898096	0.0155678	0.0142903	0.0135791	0.0133696	0.00912708	0.0133079	0.0143588	0.0147892	0.0174291	0.0175056	0.0183722	0.0216157	0.0172419	0.0196151	0.0208298	0.016857	0.023051	0.0229629	0.0230967	0.0175749	0.0241162	0.0191866	0.0122412	0.0188709	0.00607276	0.015339	0.0172712	0.014617	0.0194068	0.021114	0.018969	0.023254	0.0907669
</S>	0.0182138	0.00965316	0.00828033	0.00586254	0.00275134	0.00310684	0.00605679	0.00581408	0.0039896	0.00542367	0.0158966	0.027476	0.0312255	0.0152501	0.0144396	0.0118317	0.0103476	0.0207418	0.0206034	0.0186739	0.0225736	0.0216255	0.0148892	0.0142335	0.0114505	0.0101323	0.0133894	0.01727	0.013158	0.0151697	0.0115191	0.0110939	0.0141336	0.0158238	0.0183577	0.0196007	0.0270954	0.0270269	0.0147737	0.0148389	0.0161283	0.0127004	0.0202452	0.0205626	0.0237877	0.0179436	0.0295318	0.0250582	0.0171274	0.0284392	0.0103407	0.0198853	0.0187186	0.0161938	0.0191503	0.0250713	0.0198488	0.0210377	0.054436
