 	a66	a87	a23	a9	a24	a88	a62	a12	a88	a11	a90	a44	a58	a75	a6	a36	a37	a88	a71	a9	a99	a83	a88	a9	a83	a53	a79	a44	a4	a13	a50	a12	a5	a6	a36	a26	a38	a83	a71	a83	a71	a88	a9	a84	a4	a13	a38	a13	a9	a71	a9	a38	a36	a27	a87	a23	a87	</S>
apporter	0.0164547	0.00757854	0.00745495	0.00472077	0.00488208	0.0028526	0.00277455	0.00243322	0.00212664	0.00231825	0.0018032	0.00473599	0.0132054	0.00797657	0.0219396	0.015043	0.0298847	0.0225105	0.0267014	0.0201832	0.0103339	0.0171482	0.0304164	0.022399	0.0216186	0.0282292	0.037371	0.0245003	0.0251413	0.0195288	0.0274857	0.0248338	0.0266675	0.0301517	0.0198029	0.0170251	0.0228849	0.024729	0.0233527	0.0226782	0.0235833	0.026691	0.0219723	0.0228756	0.0236872	0.0170996	0.0140755	0.00990175	0.00907012	0.0103448	0.00629679	0.00532695	0.0223822	0.0177546	0.0223964	0.0176553	0.0213733	0.0136353
une	0.0196181	0.00839675	0.0055742	0.00468774	0.00530513	0.00449493	0.00355187	0.0046318	0.00489148	0.00307714	0.00227454	0.00616841	0.0149396	0.0084937	0.0246017	0.0227562	0.056697	0.0265729	0.0332199	0.0275218	0.0180133	0.0256771	0.0446226	0.03381	0.0167338	0.0193206	0.0274901	0.0391076	0.0267234	0.0317909	0.0252568	0.0203368	0.0152178	0.0214452	0.0201364	0.0131265	0.0208612	0.019644	0.011789	0.0112434	0.012822	0.0189627	0.0188136	0.0176868	0.0151025	0.00826975	0.0109939	0.00739408	0.00711702	0.00726108	0.00537206	0.00442726	0.0206228	0.0146953	0.0251867	0.0155201	0.0255633	0.0143676
assistance	0.0287995	0.0137863	0.0106924	0.00977814	0.00752218	0.00810397	0.00552027	0.00412925	0.00416961	0.00357563	0.00252953	0.0085001	0.0164665	0.00848189	0.0175998	0.0161152	0.0220757	0.0168448	0.020431	0.0158463	0.0100329	0.0149452	0.0204861	0.0185721	0.0172894	0.0125203	0.0197055	0.0179616	0.0222844	0.0230142	0.0193329	0.0256762	0.0279233	0.0276659	0.0246194	0.0210731	0.0235317	0.0272206	0.0188301	0.0143975	0.0121068	0.0199721	0.0187503	0.0169811	0.019323	0.0123195	0.0127395	0.00853348	0.00966297	0.0116495	0.012054	0.00835242	0.0374108	0.0221832	0.0326868	0.0253391	0.0406803	0.031205
à	0.0340042	0.0181324	0.0150992	0.0100802	0.00616028	0.0075517	0.00725527	0.00547038	0.00456612	0.00482932	0.00545278	0.0110674	0.0152992	0.0121886	0.0256183	0.0230404	0.0211086	0.0205237	0.0125209	0.0109636	0.0132885	0.0312433	0.0447843	0.0390949	0.0359338	0.0330936	0.035876	0.0320287	0.0377111	0.0419633	0.0336952	0.0277044	0.0277198	0.0282701	0.0167112	0.0133794	0.0146709	0.0248546	0.0160705	0.0180698	0.0109915	0.0119183	0.00773956	0.0068037	0.0108386	0.00523772	0.00371013	0.00588115	0.00376512	0.0049598	0.00607769	0.0045815	0.0118376	0.00741907	0.0118056	0.00958577	0.00965579	0.0300955
notre	0.0322268	0.0172754	0.0165692	0.00899256	0.00590083	0.0069115	0.00608521	0.00448267	0.00416983	0.00431861	0.00597568	0.00953447	0.0107642	0.00868891	0.0202263	0.0224055	0.0233291	0.0198251	0.0101671	0.00845297	0.0117386	0.0293977	0.04124	0.0411022	0.0283756	0.0255584	0.0337937	0.0365532	0.031798	0.0401341	0.0246305	0.0282629	0.0202389	0.0208826	0.0202234	0.0140389	0.0149495	0.0224324	0.0142336	0.0191337	0.0108542	0.0126353	0.00931406	0.00870513	0.0126635	0.00616924	0.00503562	0.00765901	0.0078795	0.00973565	0.0121939	0.00983956	0.0224617	0.0129662	0.0150337	0.0205378	0.0153759	0.0359201
ami	0.0421375	0.0312839	0.0295512	0.0227225	0.0115992	0.0163287	0.00980797	0.00830564	0.00959486	0.0065476	0.0118282	0.0159327	0.0144136	0.0182508	0.0196769	0.0168901	0.017081	0.010698	0.00879747	0.00828113	0.0107144	0.0184373	0.0198124	0.0156895	0.0132681	0.0105122	0.0170693	0.0160791	0.0163417	0.0185005	0.0136038	0.0190184	0.020538	0.018817	0.0201433	0.0146734	0.0152338	0.0173175	0.0140768	0.0141651	0.0130182	0.0251941	0.019117	0.016951	0.0267008	0.0117285	0.00987715	0.0114061	0.0113157	0.0138744	0.0156828	0.0147194	0.0222404	0.0245728	0.0210688	0.0220493	0.0189095	0.0478332
qui	0.0376263	0.0305901	0.0359693	0.020676	0.0215474	0.0179593	0.0138066	0.0198034	0.022601	0.0153878	0.0154116	0.0149122	0.012273	0.0158467	0.0183536	0.0180862	0.0211657	0.0113008	0.00673635	0.00720476	0.0133015	0.0239189	0.0204347	0.0192821	0.0121594	0.00972514	0.0154367	0.0227079	0.0199024	0.0248578	0.0169126	0.0166856	0.015006	0.0143495	0.0142624	0.0133932	0.0122364	0.0185975	0.0123932	0.0178951	0.0106175	0.0230746	0.0125928	0.0118312	0.017799	0.010617	0.00646391	0.01309	0.00985571	0.0106503	0.011512	0.00864068	0.0195011	0.0168414	0.0185962	0.0197447	0.0184399	0.0494162
est	0.0344964	0.0292532	0.0358042	0.0228614	0.0228396	0.020819	0.012362	0.018545	0.0196966	0.0136629	0.0112003	0.0106272	0.0138943	0.0119461	0.0170598	0.0178573	0.0150386	0.012168	0.0058794	0.00435958	0.00628031	0.0120314	0.0156635	0.0169187	0.0128742	0.0124137	0.0180788	0.0165725	0.0184959	0.0239365	0.0187162	0.024322	0.0243629	0.0220125	0.0206606	0.0244391	0.0216867	0.0272457	0.0229392	0.0212035	0.0144864	0.0329598	0.016096	0.0168285	0.0194814	0.00773297	0.00621831	0.0102369	0.00802867	0.00877326	0.009654	0.00841071	0.0165667	0.011886	0.0128745	0.0164369	0.0158929	0.0362114
hospitalisé	0.0476443	0.0409753	0.0487824	0.0347834	0.0311359	0.0312072	0.015935	0.0260632	0.0306937	0.01937	0.0132787	0.0150512	0.0180342	0.0190185	0.0161733	0.013242	0.00930012	0.00771045	0.00570238	0.00477591	0.00491005	0.00783944	0.00763921	0.00640955	0.00819234	0.00594232	0.0139652	0.00768336	0.0142719	0.0135312	0.0129482	0.0177992	0.0175575	0.0172724	0.016097	0.0173256	0.017158	0.0216361	0.016297	0.0182224	0.0140885	0.0235664	0.0190049	0.0164523	0.0247954	0.00953648	0.00665136	0.0103725	0.00755519	0.0112153	0.0112195	0.00864885	0.0167483	0.0159609	0.0166089	0.0194692	0.0160307	0.0405002
</S>	0.0502225	0.0330625	0.0329155	0.0261461	0.0251182	0.0242088	0.0161847	0.0167041	0.0178336	0.0135427	0.0131418	0.0146145	0.014696	0.0159216	0.0205112	0.0183359	0.0148996	0.0115176	0.00822401	0.00649164	0.00818267	0.0134252	0.0138111	0.0155927	0.010653	0.00916084	0.0174487	0.0190511	0.0205417	0.0167733	0.0161997	0.0153403	0.0179448	0.0190767	0.0164884	0.0137629	0.0142842	0.0190285	0.0122016	0.0133561	0.013045	0.0246366	0.0181749	0.0176749	0.021843	0.0140511	0.0107696	0.0176147	0.0116411	0.0109925	0.00998536	0.00792643	0.0162605	0.0154991	0.0132826	0.0205295	0.0134728	0.0459845
