 	a66	a87	a23	a44	a36	a6	a85	a36	a85	a6	a47	a36	a85	a6	a36	a47	a34	a56	a94	a90	a76	a94	a38	a71	a9	a87	a23	a97	a38	a36	a2	a54	a15	a36	a2	a40	a6	a36	a26	a61	a21	a85	a47	a56	a94	a66	a38	a30	a87	a23	a87	a23	a87	</S>
brindille	0.0160537	0.0168149	0.0230935	0.0197447	0.0161094	0.0126733	0.0106551	0.0126518	0.010161	0.013315	0.0140239	0.0141416	0.0153102	0.0195606	0.0223481	0.0230309	0.0243469	0.0117971	0.019905	0.0241796	0.013626	0.0173879	0.0103251	0.0156316	0.0155958	0.0155534	0.0182293	0.019352	0.0214824	0.0179375	0.0157993	0.0164881	0.0170107	0.0158022	0.00543647	0.0028171	0.00354839	0.00264121	0.00635215	0.00713682	0.011289	0.0111158	0.0234825	0.0208052	0.0312835	0.0547412	0.0487738	0.0363903	0.0209628	0.040929	0.0260128	0.0242146	0.0341036	0.0178263
maais	0.0130684	0.0111876	0.0159217	0.0156825	0.0113287	0.00546857	0.0053093	0.00773805	0.00461594	0.00490025	0.00671082	0.00904483	0.00794238	0.0186803	0.0124936	0.0232844	0.027378	0.0227	0.0297158	0.0455263	0.0417107	0.0476767	0.0237039	0.0235995	0.0250187	0.0353164	0.025862	0.0222837	0.0254608	0.0176439	0.0145366	0.0114371	0.0134172	0.0108148	0.00345114	0.00141824	0.00222757	0.00156809	0.00944403	0.0123955	0.00893454	0.022997	0.0198744	0.0235896	0.0393424	0.0161403	0.0187622	0.0129564	0.0307682	0.0143468	0.0340355	0.0388052	0.0429059	0.00885767
aujourd'	0.0147491	0.0148291	0.0154159	0.0133275	0.0100584	0.00713358	0.0130694	0.0111456	0.0139689	0.00936174	0.00585287	0.0180493	0.0136622	0.025264	0.00935599	0.0173029	0.0286735	0.0242443	0.024795	0.0444352	0.0377472	0.0418206	0.0392752	0.0358126	0.0421037	0.0582803	0.0306374	0.021494	0.0237858	0.0207198	0.016167	0.0168323	0.0169566	0.0143297	0.00456289	0.00298152	0.00172624	0.00121655	0.00404826	0.00378397	0.00329606	0.00716303	0.00918805	0.0114314	0.0176976	0.0155796	0.0186739	0.0107661	0.0182967	0.0107687	0.0240629	0.028831	0.0345848	0.0206845
hui	0.0077862	0.00672984	0.00230459	0.00473431	0.00246347	0.00191992	0.00305039	0.0109858	0.0030264	0.00210187	0.00336655	0.0047585	0.00253946	0.00635447	0.00405008	0.00498113	0.0134777	0.027168	0.0271368	0.0477465	0.0475989	0.0550525	0.0476965	0.0687533	0.083019	0.125878	0.048754	0.0344944	0.0519332	0.0560423	0.0393809	0.0262006	0.0206533	0.0188712	0.00556226	0.00350412	0.00247221	0.00302005	0.00587038	0.003222	0.00888842	0.00615668	0.00296261	0.00309651	0.00299383	0.00252153	0.00402727	0.00387731	0.00380994	0.00315834	0.00454078	0.00559907	0.00595282	0.00775346
c'	0.01707	0.0364075	0.0199527	0.0255456	0.0194925	0.012034	0.0158578	0.0215403	0.0145217	0.0127144	0.00950908	0.0149766	0.0182946	0.0279406	0.0142742	0.0185343	0.0208952	0.0221321	0.0199467	0.0353249	0.0310343	0.0449782	0.02754	0.0352377	0.0375723	0.0371506	0.0207002	0.0203414	0.0246912	0.0287415	0.0189472	0.0176411	0.0160692	0.0219742	0.0200069	0.00707465	0.00455828	0.00341601	0.00725398	0.00473845	0.00894776	0.0143953	0.0159107	0.0164299	0.0167181	0.00838997	0.0102027	0.00424249	0.00946597	0.00367599	0.0109383	0.0154815	0.0159152	0.022654
est	0.0209447	0.0445761	0.0438623	0.028979	0.0216158	0.00783723	0.0118703	0.00874191	0.00532562	0.00633373	0.00639073	0.0091943	0.0135288	0.0164957	0.0085619	0.0144929	0.0174841	0.014607	0.0172973	0.0234476	0.021035	0.0402933	0.028619	0.0292426	0.0318016	0.0297376	0.0326054	0.0257199	0.0216923	0.0273656	0.0329904	0.0259222	0.0269702	0.0273931	0.0355444	0.010968	0.0114669	0.0119102	0.0178579	0.0112187	0.00715803	0.014265	0.0108274	0.00730444	0.00805974	0.0123857	0.0146109	0.0102225	0.00896258	0.01201	0.00871037	0.0114795	0.0128719	0.0191906
avec	0.0265102	0.0914487	0.0702635	0.0501715	0.0428721	0.0137124	0.011575	0.00708011	0.00307852	0.00367641	0.00574616	0.00722849	0.0078445	0.0134465	0.00807798	0.0148712	0.0141518	0.0115219	0.0114901	0.0122516	0.011124	0.0129284	0.00896708	0.0113314	0.0126925	0.0121655	0.0138172	0.0177354	0.0207754	0.0305723	0.0368178	0.027	0.0242445	0.0272016	0.0376763	0.0171371	0.0152605	0.0104244	0.0202046	0.00995542	0.00954969	0.0152286	0.0113763	0.0104214	0.0114798	0.00706285	0.0146195	0.00949598	0.0140888	0.013734	0.0122572	0.0184956	0.0319676	0.0151724
des	0.0150171	0.0217749	0.0227715	0.0281241	0.0321096	0.0282618	0.0225972	0.0155945	0.0118458	0.0143313	0.0104392	0.0186882	0.0118255	0.0228197	0.0151898	0.0242476	0.023031	0.0201489	0.0139235	0.0194127	0.0203591	0.0209951	0.0137695	0.0168303	0.0198419	0.0206443	0.0134476	0.0153745	0.0197184	0.024987	0.0281566	0.0286417	0.0281107	0.0319131	0.0153128	0.0104857	0.00506955	0.0041948	0.00914936	0.00560774	0.00978156	0.010874	0.00948162	0.0105029	0.010719	0.00758293	0.0135105	0.0128003	0.0173131	0.0142926	0.0223347	0.0248425	0.0456788	0.0455218
lampes	0.0249912	0.0125404	0.0103681	0.0101444	0.00899213	0.00912886	0.0104688	0.0212419	0.0159573	0.0185249	0.013962	0.0178505	0.022252	0.0163386	0.0153528	0.0167437	0.019665	0.0139104	0.0138237	0.0181336	0.0153249	0.0179204	0.0146122	0.0204753	0.0209499	0.0345878	0.0195923	0.0172271	0.0244753	0.0241848	0.0197471	0.0160513	0.0153764	0.0141716	0.00854414	0.00737537	0.00545328	0.00497101	0.00784688	0.00677274	0.00889662	0.0124951	0.0219602	0.0191847	0.0224385	0.0195521	0.0299319	0.0209876	0.0302109	0.0228469	0.0393621	0.0401045	0.0470984	0.0388803
</S>	0.0289815	0.0303557	0.0272747	0.0250043	0.024463	0.0156058	0.014535	0.0247005	0.012244	0.0112402	0.013256	0.0153384	0.0173329	0.0179045	0.0170159	0.0173925	0.0251685	0.0175469	0.0187856	0.0220801	0.0172133	0.021764	0.0190188	0.0289104	0.0284835	0.0334222	0.0223104	0.0223045	0.0292782	0.0283678	0.0262272	0.0185982	0.0158577	0.013184	0.00760395	0.00669484	0.00602793	0.00616757	0.0190379	0.0147791	0.0238152	0.0281275	0.0241007	0.0141229	0.0142594	0.00431118	0.00648424	0.00576473	0.0140965	0.00669036	0.0152814	0.0198385	0.0265977	0.0150321
