 	a66	a87	a23	a83	a9	a38	a93	a62	a47	a96	a18	a62	a47	a96	a43	a21	a75	a92	a98	a85	a6	a0	a43	a11	a88	a71	a9	a87	a23	a88	a62	a47	a88	a9	a0	a31	a88	a9	a87	a23	a87	</S>
l'	0.0704879	0.0491741	0.0336598	0.029242	0.0279361	0.022215	0.0182057	0.0211199	0.0254964	0.0181528	0.0195292	0.0160959	0.0185088	0.0201291	0.0209913	0.0229382	0.0187268	0.0228732	0.0194142	0.0140155	0.0113229	0.00497811	0.011637	0.00942114	0.0148815	0.0191072	0.0343936	0.0202979	0.0165919	0.0176439	0.0138502	0.0157975	0.0261675	0.0184463	0.0259715	0.0236997	0.0203669	0.0234651	0.0253682	0.0550183	0.0408645	0.0417975
écope	0.0373316	0.0299812	0.0228303	0.0296397	0.0324404	0.0244528	0.0221179	0.0267777	0.0280154	0.0192821	0.0189752	0.0183587	0.0205617	0.0193423	0.0202879	0.0298128	0.0317331	0.0364023	0.0325445	0.0287281	0.0220477	0.0111317	0.0173112	0.00779503	0.00865731	0.00832028	0.0143837	0.00999742	0.0101103	0.0125209	0.0139813	0.0166934	0.0258824	0.028185	0.0328456	0.0305143	0.0249106	0.02212	0.0227321	0.0540169	0.0403529	0.035874
n'	0.0251572	0.0175466	0.0212419	0.0230156	0.0211008	0.0190575	0.0238651	0.0238808	0.0253079	0.0276574	0.0251169	0.0246591	0.0228199	0.0193772	0.0124822	0.0197842	0.0278288	0.0255284	0.0278767	0.0241596	0.0203154	0.00869758	0.0145902	0.0075385	0.00808951	0.00843892	0.0119025	0.00907405	0.0076141	0.0105362	0.0115073	0.0182309	0.0194351	0.025331	0.0268763	0.0272465	0.0218137	0.0273218	0.0288354	0.0544727	0.0523687	0.1223
avait	0.020786	0.0178201	0.0238889	0.0309514	0.0261809	0.0232107	0.0243447	0.0250276	0.0276323	0.0203713	0.0150649	0.0200232	0.0198691	0.0272376	0.032851	0.032136	0.0516525	0.0395711	0.0357835	0.0392887	0.0296708	0.014909	0.0332268	0.0221189	0.0271369	0.0217594	0.0265903	0.0244614	0.021162	0.0214191	0.0121476	0.0216577	0.0121276	0.0109667	0.0137906	0.00959722	0.00912566	0.0146999	0.0132052	0.0146549	0.0146443	0.0572369
que	0.0450186	0.0436153	0.0436503	0.0399667	0.0365681	0.0322795	0.0335412	0.0275293	0.0219961	0.0183674	0.0175581	0.015609	0.0160432	0.0188606	0.0277758	0.0322442	0.0356693	0.033981	0.0267978	0.0343221	0.0391452	0.0196576	0.0292836	0.0184899	0.019464	0.0183266	0.0199031	0.0181167	0.0140813	0.014544	0.00651583	0.00956574	0.00868619	0.00938027	0.0136295	0.0121667	0.00885963	0.0144982	0.013354	0.0211598	0.0172148	0.0525639
très	0.0487253	0.0187629	0.0141661	0.0136917	0.0122641	0.00719475	0.00933616	0.00783527	0.00839571	0.00878198	0.00976505	0.0104939	0.00763588	0.00749946	0.00979683	0.0106372	0.0334148	0.0263846	0.0253612	0.0261724	0.0263062	0.0232879	0.0335237	0.0196302	0.0215652	0.028258	0.0292239	0.0229232	0.0162337	0.0205018	0.0172368	0.0238207	0.0272126	0.0316058	0.0313574	0.0338418	0.029877	0.0349737	0.0408283	0.0472175	0.0360348	0.0882244
peu	0.0299376	0.0200848	0.01763	0.0193268	0.0203027	0.0147657	0.0147782	0.0126418	0.00952415	0.00788418	0.00805613	0.00900418	0.00916616	0.0116837	0.0223575	0.013337	0.0420425	0.0321785	0.0296335	0.0419681	0.0431715	0.0343976	0.0533452	0.0432852	0.0404975	0.0452522	0.0344774	0.038979	0.0314034	0.0256809	0.0174114	0.0237518	0.0230982	0.0173145	0.0165946	0.0130735	0.0102271	0.0146563	0.0129793	0.0152328	0.0112695	0.0475978
d'	0.049697	0.0331614	0.0274709	0.0198823	0.0142913	0.0137745	0.0124019	0.0100179	0.00981071	0.00955084	0.0132486	0.0116042	0.0116594	0.00846298	0.0122497	0.0103774	0.021107	0.0201639	0.0208666	0.0312746	0.0434139	0.0415027	0.0436439	0.0353612	0.0330125	0.0407401	0.030659	0.0264935	0.0204889	0.0197434	0.0151015	0.0161038	0.0157898	0.0209887	0.0222462	0.0252159	0.0284706	0.0259603	0.0286912	0.0382725	0.0250689	0.0419584
eau	0.0259103	0.0147083	0.0142591	0.0157989	0.0153606	0.0110455	0.0110288	0.0114801	0.0116495	0.00937257	0.00981147	0.0128654	0.0142198	0.0164682	0.0177779	0.0127998	0.036127	0.0274343	0.03029	0.0393925	0.0351048	0.0298801	0.0349935	0.0257785	0.029982	0.0332044	0.0276962	0.0387291	0.0391596	0.0322004	0.0331767	0.0408757	0.0375664	0.0258239	0.0308617	0.0165922	0.0187424	0.0205628	0.020146	0.0188137	0.0169096	0.0354006
dans	0.0410577	0.026827	0.0242877	0.0228862	0.0211325	0.0190828	0.0225123	0.0251034	0.0204358	0.0171885	0.0180419	0.0213997	0.0222592	0.0284084	0.0229915	0.0186129	0.0234633	0.0190319	0.0157101	0.0173724	0.0166508	0.0111062	0.0197658	0.0152626	0.0214029	0.0283838	0.035618	0.0302313	0.0267923	0.0270733	0.022986	0.0233689	0.0248202	0.0315795	0.0313207	0.0255628	0.0260954	0.0210492	0.0218994	0.0295321	0.0211767	0.0405173
son	0.0479626	0.0342553	0.0268691	0.0190204	0.0180371	0.0196344	0.0214411	0.0249232	0.0197651	0.0189619	0.0168887	0.0190652	0.0197905	0.0231306	0.0144079	0.012409	0.0157218	0.0136131	0.00977387	0.00917357	0.0103904	0.00746828	0.0141908	0.0164357	0.0275492	0.0388236	0.0403265	0.0267407	0.0250089	0.0224945	0.0234819	0.0263526	0.0336048	0.0402061	0.0395475	0.0321094	0.034607	0.0250803	0.027153	0.0307246	0.0256235	0.0272365
lit	0.0252519	0.018511	0.0177162	0.0187873	0.0184877	0.0136619	0.0142088	0.0146996	0.0172735	0.0144412	0.0185179	0.0191242	0.0184299	0.0217788	0.0193962	0.015565	0.0194357	0.0158515	0.0149402	0.0124161	0.01031	0.00441676	0.0126672	0.00883304	0.012591	0.0145396	0.0190483	0.0170895	0.0160132	0.0178069	0.0223642	0.0289458	0.0368408	0.0492208	0.0529122	0.0540103	0.0501437	0.0457669	0.0439617	0.0436431	0.0393398	0.0510406
</S>	0.0351734	0.0305353	0.0256178	0.0262196	0.0249735	0.0260601	0.0252396	0.0280013	0.0326242	0.022981	0.0232258	0.0149685	0.0167283	0.0167506	0.014084	0.0147599	0.012227	0.0177775	0.0129719	0.0094431	0.00865551	0.00461199	0.00947097	0.00611819	0.00962145	0.00992583	0.0213434	0.0146544	0.0139834	0.0201155	0.0194908	0.0264487	0.0468988	0.0523995	0.0442058	0.0474298	0.0331053	0.0334345	0.0262417	0.0310925	0.024707	0.0656826
