 	a66	a87	a23	a13	a4	a13	a96	a93	a4	a90	a94	a44	a54	a7	a2	a57	a87	a23	a10	a11	a36	a37	a79	a37	a79	a44	a53	a20	a6	a92	a6	a0	a54	a7	a4	a53	a15	a79	a44	a70	a13	a18	a27	a82	a87	a23	a97	</S>
les	0.0207848	0.0114219	0.00873127	0.0109709	0.0290169	0.0123544	0.0194237	0.0193196	0.0178555	0.0253975	0.0146982	0.0145271	0.024417	0.0289937	0.0343837	0.0340862	0.0284797	0.0247458	0.0282939	0.0238092	0.0291867	0.0207173	0.0153247	0.0247244	0.00919038	0.0209998	0.00691508	0.00664069	0.00702689	0.00499698	0.0040521	0.00310307	0.00549865	0.00670362	0.0181376	0.0283953	0.0147522	0.0175095	0.0125333	0.0209705	0.0267548	0.0470238	0.0394965	0.034644	0.0180338	0.0254993	0.0607635	0.0386946
feuilles	0.0396839	0.0268239	0.0124586	0.0102489	0.0142478	0.0058979	0.00656715	0.00650174	0.00555423	0.011057	0.00700645	0.0130012	0.0168496	0.0274041	0.0248719	0.0409009	0.0292213	0.0308759	0.0383753	0.0279026	0.035455	0.0248326	0.0184266	0.0270363	0.0104284	0.0264726	0.0119466	0.00780591	0.0076327	0.00543937	0.00580584	0.00451509	0.00819798	0.00592385	0.00685473	0.0106509	0.00972613	0.016974	0.0143638	0.0185834	0.0248476	0.0398045	0.036824	0.028094	0.0215865	0.0319011	0.0724116	0.0720084
de	0.0093809	0.00600359	0.00831239	0.0215804	0.0297105	0.0177679	0.0134497	0.016527	0.0105968	0.025959	0.0160273	0.0154206	0.0239403	0.0366292	0.054038	0.0527864	0.0376684	0.0363187	0.0278182	0.0237085	0.0257715	0.0173529	0.013848	0.0155846	0.00646038	0.0110391	0.0112789	0.00543285	0.00586696	0.00322826	0.00290817	0.00155998	0.00507368	0.00312528	0.00314189	0.00643624	0.00586933	0.00430122	0.00473731	0.0126673	0.0210489	0.038233	0.0360507	0.0272812	0.0493992	0.0660298	0.0649849	0.047645
manioc	0.024472	0.0167102	0.0203882	0.0209202	0.0354585	0.0115438	0.0073117	0.011092	0.00791426	0.0216185	0.0194542	0.0198836	0.0207634	0.0391385	0.0332621	0.0350923	0.0271408	0.0270553	0.0189713	0.0142888	0.0312344	0.0191874	0.0150428	0.0249936	0.0122547	0.0209597	0.0177226	0.0156839	0.0190092	0.0127475	0.0128813	0.00624833	0.0175355	0.0119236	0.0068861	0.0180206	0.0147429	0.0101212	0.0114183	0.0173658	0.0179767	0.0201738	0.0243167	0.0219553	0.0354379	0.0593725	0.0414308	0.0308774
dans	0.0393163	0.0351563	0.0424232	0.0572871	0.0502153	0.0153669	0.0154432	0.01625	0.0082471	0.0228778	0.0233066	0.0267955	0.0210243	0.0311149	0.0302805	0.0288584	0.0310788	0.0237585	0.0208175	0.0187324	0.0366184	0.0220421	0.0134935	0.0173084	0.00541856	0.00891156	0.0185336	0.0174174	0.0236399	0.013624	0.0191575	0.0106828	0.0186849	0.016146	0.0126617	0.0289802	0.0128761	0.00863265	0.00776756	0.00890248	0.0082291	0.00723028	0.00921047	0.00717421	0.0238951	0.0264373	0.0251503	0.0128235
le	0.0388823	0.0406315	0.0445698	0.0641439	0.0579799	0.017596	0.0230887	0.019323	0.0098557	0.0241101	0.0274393	0.0318224	0.024963	0.0336908	0.0284976	0.0216366	0.0299259	0.0245747	0.0213387	0.025749	0.0295304	0.0251593	0.0160468	0.0209231	0.0054206	0.00990263	0.0157397	0.013802	0.0221539	0.0129336	0.0131888	0.00783846	0.00847415	0.0103127	0.00639834	0.0142185	0.00811242	0.00859941	0.0114808	0.0142586	0.0108925	0.00798139	0.0104554	0.00989587	0.0242024	0.0165412	0.0257894	0.00992853
champ	0.0480936	0.0407611	0.0525365	0.0519205	0.0492627	0.0244922	0.02361	0.0256536	0.0212851	0.0255518	0.0327455	0.0520254	0.0355493	0.0500915	0.0322968	0.0337514	0.0283412	0.0299975	0.0209771	0.0165916	0.0291912	0.0304114	0.0145197	0.00785132	0.00552807	0.00477934	0.00329583	0.00753379	0.0126679	0.00943026	0.008839	0.00788156	0.013449	0.0148814	0.00600962	0.00885505	0.00335176	0.0046426	0.00579179	0.0091331	0.0152729	0.0125083	0.0113771	0.00786285	0.0157649	0.0135801	0.0110561	0.00899951
de	0.0289198	0.0372559	0.0391799	0.0728273	0.0451773	0.029032	0.0436143	0.0239029	0.0237757	0.0291632	0.0228759	0.0176577	0.0298831	0.0400693	0.0684633	0.042225	0.0534191	0.0510651	0.0282464	0.039789	0.0221068	0.0183891	0.0196241	0.00482504	0.00198345	0.00269401	0.00530904	0.00560032	0.018577	0.0092141	0.0103834	0.00895053	0.0103789	0.0108627	0.00411533	0.00938727	0.00306496	0.00264547	0.0025121	0.00545734	0.00501973	0.0040906	0.00407384	0.00593155	0.00869672	0.0103151	0.0113665	0.00788274
ton	0.0403749	0.0457792	0.0834821	0.0918422	0.0816347	0.0395833	0.0352087	0.0314545	0.0144431	0.0383992	0.0345204	0.047041	0.0324226	0.02711	0.0223881	0.0219991	0.0211432	0.0226468	0.0175046	0.0244167	0.021984	0.0210818	0.0199382	0.00518874	0.0031116	0.00374791	0.00581875	0.00612107	0.0166727	0.00833824	0.00678011	0.00643123	0.00856087	0.0103156	0.00393445	0.00984834	0.00291457	0.00393701	0.00408261	0.00515999	0.00564582	0.00502373	0.00462433	0.00425106	0.00806216	0.00778783	0.008248	0.00899462
voisin	0.0383639	0.0549602	0.0714009	0.086143	0.0712763	0.0361456	0.0275129	0.033564	0.0174765	0.0380887	0.0400059	0.0531965	0.0421499	0.0388038	0.0382722	0.0444246	0.0305732	0.0324436	0.015488	0.0178077	0.0228059	0.0173311	0.0108785	0.00599396	0.00469126	0.00487003	0.00539758	0.0046557	0.00678921	0.00437302	0.00527029	0.00408601	0.00697627	0.00913053	0.00216792	0.00590946	0.00197899	0.00214628	0.00238286	0.00341494	0.00633283	0.00457614	0.00346074	0.00268738	0.00537628	0.00689374	0.00372917	0.00759641
</S>	0.0356589	0.0358503	0.0352366	0.0834897	0.0622321	0.0279814	0.032939	0.0265989	0.0194195	0.0342682	0.0292257	0.0330584	0.0343996	0.0361552	0.0410362	0.0303487	0.0407809	0.0334061	0.0293877	0.0314408	0.0352293	0.0269404	0.0192509	0.00517421	0.0021459	0.003363	0.00660653	0.006121	0.0134422	0.00878437	0.0102391	0.00833729	0.0135053	0.00985837	0.00710448	0.0135575	0.0044724	0.00516403	0.00322623	0.00394208	0.00511934	0.00428053	0.0041957	0.00415372	0.0092591	0.0126365	0.00994064	0.011036
