 	a66	a87	a23	a87	a23	a40	a41	a66	a62	a75	a25	a44	a57	a38	a75	a47	a44	a26	a75	a5	a37	a94	a75	a25	a90	a13	a93	a0	a75	a73	a44	a93	a56	a98	a44	a26	a54	a36	a57	a87	a23	a99	a97	</S>
genoux	0.0399444	0.0121845	0.010669	0.00950233	0.00848785	0.00773051	0.00407183	0.00706403	0.00359369	0.00492267	0.00390728	0.00578773	0.00657996	0.00958824	0.011847	0.00983885	0.0109219	0.0119645	0.0154987	0.0167857	0.0170131	0.015776	0.0146617	0.0109591	0.0271366	0.0223681	0.0247353	0.0251614	0.0246272	0.0341465	0.0657689	0.0422476	0.043681	0.0361286	0.0287515	0.0336755	0.0459337	0.0313988	0.0344941	0.0447284	0.0376518	0.0380498	0.0293241	0.0606906
en	0.0473505	0.0179221	0.0156786	0.0101738	0.00682085	0.00569999	0.00234986	0.00417747	0.00198264	0.00247246	0.00264348	0.00311862	0.00523675	0.00648575	0.0103024	0.00910956	0.00923332	0.00956639	0.0104246	0.0114096	0.00914637	0.0104708	0.00877269	0.00785545	0.0151167	0.0151356	0.01456	0.0156771	0.0147678	0.0212368	0.0533299	0.0402747	0.0495011	0.0469135	0.0407851	0.0362608	0.0509425	0.0421938	0.0430435	0.0561612	0.0619758	0.045905	0.0417896	0.0660255
montrant	0.0430688	0.0290597	0.0293484	0.0135554	0.0129646	0.00832079	0.00510084	0.00553317	0.0046477	0.00511703	0.00416613	0.00402027	0.00680932	0.00661389	0.00782208	0.00954522	0.00928927	0.0104934	0.0107472	0.0140352	0.00969611	0.0130094	0.0110334	0.0119478	0.0162642	0.0145906	0.016248	0.0136155	0.0145482	0.0195522	0.0472299	0.0453903	0.0516594	0.049851	0.0438637	0.0375074	0.041797	0.038213	0.0364146	0.045794	0.0503774	0.0391912	0.0330883	0.0588591
ses	0.0421044	0.0163162	0.0110368	0.00458524	0.00237363	0.00167568	0.00140243	0.00239491	0.00215814	0.0032745	0.00335597	0.00417407	0.00531105	0.00692368	0.0138681	0.0110723	0.0119226	0.012507	0.0117979	0.00833885	0.0126186	0.00969538	0.0104625	0.00668993	0.0109902	0.00578691	0.0052216	0.00996531	0.0100614	0.0119618	0.0208002	0.0177518	0.0260144	0.0277386	0.0360484	0.0415682	0.057943	0.0655397	0.0613496	0.0696585	0.075129	0.070706	0.0541232	0.105582
fesses	0.0351534	0.0235246	0.0219256	0.0146898	0.0125268	0.00765833	0.00411505	0.00510328	0.00358558	0.00505618	0.0033998	0.005623	0.00895138	0.00803329	0.00839887	0.00752945	0.00639402	0.00737367	0.0066488	0.00705027	0.00493173	0.0067034	0.00534538	0.00565345	0.00832903	0.0116618	0.0110929	0.0174807	0.0222887	0.029543	0.0567591	0.050597	0.0527017	0.0491439	0.0473794	0.043741	0.0474104	0.0365601	0.0382609	0.0563765	0.0440355	0.0625705	0.0390914	0.0496015
nues	0.0801678	0.0363856	0.0206095	0.0113785	0.00838928	0.00467976	0.00326777	0.00597691	0.00650859	0.00762261	0.00699873	0.00712182	0.0097683	0.0102747	0.0138928	0.0151375	0.0156751	0.0134486	0.0124848	0.0104698	0.0103982	0.0111033	0.00975514	0.00824921	0.0110395	0.00934737	0.00925602	0.0107488	0.0123158	0.0201341	0.0372016	0.0327687	0.0410926	0.0336846	0.0354216	0.0350042	0.0437702	0.0446542	0.044145	0.0482982	0.0453572	0.0452604	0.0418111	0.0589245
devant	0.0272289	0.0306281	0.0319786	0.0193885	0.0106979	0.00727618	0.00717107	0.0089655	0.0109925	0.0122543	0.00936182	0.010046	0.0119154	0.0110117	0.0148778	0.0178936	0.0183609	0.0240852	0.0208598	0.0160354	0.0140739	0.0142403	0.00698964	0.004985	0.00610199	0.00427796	0.00318451	0.00335186	0.00350281	0.00531641	0.00831487	0.00959594	0.0131876	0.0120703	0.0181078	0.0241309	0.0547327	0.063486	0.0620069	0.0605563	0.0695125	0.0433349	0.055753	0.118157
son	0.0544667	0.038174	0.0438947	0.0319492	0.0242687	0.0197184	0.0132433	0.0279887	0.0141861	0.0162483	0.0174468	0.0167453	0.0215675	0.0187361	0.0181885	0.0231398	0.0207826	0.0189971	0.0170383	0.0152297	0.015384	0.0155638	0.0143473	0.0128894	0.0151168	0.0150206	0.0105948	0.0134542	0.0142776	0.0135636	0.0224649	0.021092	0.0245702	0.0168463	0.0219964	0.0212418	0.0280481	0.0325844	0.0319664	0.0317579	0.0390121	0.0248235	0.0315396	0.0398345
frère	0.0275039	0.0224016	0.0235013	0.0216286	0.0212423	0.0182663	0.0211404	0.0313956	0.0267017	0.0298713	0.0326198	0.03241	0.0364715	0.0274397	0.0299513	0.0369258	0.0317218	0.0390155	0.0305965	0.0308302	0.0265924	0.0327152	0.0291423	0.0278693	0.0288154	0.0264843	0.0227939	0.01895	0.0152865	0.015661	0.0191377	0.0125137	0.0142971	0.00754474	0.00858235	0.00902055	0.0146155	0.0166921	0.0146337	0.0149394	0.0140408	0.0117676	0.011799	0.0144702
ou	0.0259399	0.0267658	0.0233026	0.0184129	0.0149109	0.0153128	0.0152771	0.0164994	0.0154664	0.0153553	0.0169508	0.0154317	0.0183673	0.0206332	0.0230516	0.0290757	0.0350673	0.0363744	0.036086	0.02786	0.0285031	0.026195	0.0170286	0.0123392	0.0140524	0.00734658	0.00603794	0.00558097	0.00573658	0.0065049	0.00816831	0.00856131	0.0110624	0.00776182	0.0132461	0.0186469	0.0425928	0.0453219	0.0467835	0.0421189	0.0523558	0.0247773	0.0369018	0.0662344
sa	0.0409818	0.0411858	0.0521263	0.0235789	0.01373	0.00856219	0.00624624	0.00751845	0.00583467	0.00596471	0.00600563	0.00473804	0.00597395	0.00756549	0.00974771	0.0116619	0.0128732	0.0129637	0.0136135	0.0119504	0.0118885	0.011112	0.00829581	0.00728938	0.00828017	0.00558874	0.00538906	0.00688345	0.00757315	0.0112849	0.021602	0.0224317	0.0302616	0.0188381	0.0318331	0.0362657	0.037758	0.0436062	0.0451364	0.045196	0.0561972	0.040491	0.0551943	0.128781
soeur	0.0457341	0.0366684	0.027658	0.0254369	0.0204914	0.017745	0.0154381	0.0181282	0.012428	0.00953733	0.00742691	0.00862912	0.00710965	0.0087555	0.0123015	0.0104146	0.0121283	0.0150719	0.0162407	0.0155787	0.0173656	0.014516	0.0103792	0.00870518	0.0101346	0.00690351	0.0073307	0.0118109	0.0110562	0.0139655	0.0216816	0.0242538	0.0278753	0.0244505	0.0317022	0.0366376	0.0331121	0.0440523	0.0377272	0.0474746	0.0498706	0.0494919	0.0456156	0.0709652
</S>	0.0241187	0.0260085	0.0337849	0.0224755	0.014835	0.0106913	0.00814276	0.00824789	0.00643937	0.00613991	0.00581928	0.00589611	0.00613632	0.00660836	0.00783649	0.0075246	0.00855785	0.0120487	0.0124025	0.0123936	0.0117533	0.0120643	0.00832909	0.00714316	0.00640297	0.00390602	0.0036943	0.00482656	0.00438226	0.00425609	0.00927109	0.0105039	0.017773	0.0102839	0.0221171	0.0304569	0.0555884	0.0654513	0.0721596	0.0667122	0.092156	0.0452289	0.050482	0.13895
