 	a87	a23	a87	a23	a54	a30	a41	a96	a75	a14	a6	a85	a41	a66	a62	a83	a93	a70	a83	a75	a98	a44	a13	a90	a11	a75	a61	a88	a47	a83	a9	a87	a23	a97	a87	a23	a87	a23	a87	a23	a87	a23	a87	</S>
maison	0.0107626	0.0132741	0.00817437	0.00652613	0.00894088	0.00738099	0.00602214	0.00605097	0.00599268	0.00819209	0.00614169	0.00766373	0.00689774	0.00970881	0.0113879	0.0145438	0.0141582	0.0141327	0.0104082	0.0110437	0.0111434	0.0071421	0.00835928	0.00847337	0.00881997	0.0110944	0.0112889	0.0196953	0.0274372	0.0220618	0.0367282	0.0474701	0.0346949	0.0343077	0.0420099	0.0431198	0.0344752	0.0334179	0.0556314	0.0680375	0.053315	0.0637853	0.0493859	0.0807021
pour	0.0314559	0.0350268	0.0262551	0.0225033	0.0224415	0.0214885	0.0155765	0.010229	0.0217143	0.0218046	0.0290565	0.0246382	0.026414	0.0343164	0.0362487	0.0352789	0.0254195	0.0245426	0.0195514	0.0164268	0.011199	0.00606128	0.00531461	0.00499118	0.00476196	0.00563637	0.00467536	0.0133473	0.0154888	0.0107524	0.0194916	0.0171404	0.0159883	0.0131232	0.013633	0.0123497	0.0154192	0.015666	0.0317974	0.0335862	0.0388205	0.0482079	0.0582834	0.0838762
offrir	0.0468448	0.0343188	0.0306395	0.0268259	0.0255936	0.0216808	0.017853	0.0127468	0.0206921	0.0187312	0.0218441	0.0169779	0.0160675	0.015924	0.0205107	0.0157517	0.0131777	0.0151078	0.0158732	0.0128025	0.0102557	0.00661112	0.00491824	0.00577658	0.00704353	0.00926177	0.0108247	0.0154636	0.0195602	0.0182774	0.0307737	0.0227218	0.0251888	0.0247602	0.0277566	0.0221686	0.0315313	0.0283143	0.0486841	0.0346431	0.0383692	0.0335636	0.0608336	0.0427346
des	0.0393975	0.0299089	0.0285483	0.0349369	0.0330531	0.0272846	0.0182105	0.0154717	0.0297638	0.0272024	0.0401574	0.0277324	0.0369278	0.0298672	0.0369168	0.0344123	0.0257167	0.0216154	0.020626	0.0164483	0.0122482	0.00940178	0.00785858	0.00825499	0.00829688	0.00904579	0.00858043	0.0128543	0.0138571	0.00977635	0.0182897	0.012502	0.0125172	0.0119876	0.00991359	0.0098632	0.0153789	0.0121909	0.0301597	0.026121	0.0350152	0.0321223	0.0564336	0.0431329
sacrifices	0.0374726	0.0325236	0.0340895	0.0377033	0.0456655	0.0449018	0.0376137	0.0163809	0.0345161	0.0440133	0.0673167	0.039193	0.0336299	0.0337319	0.0249593	0.0193882	0.019292	0.0179034	0.0173246	0.0151718	0.0170794	0.00916354	0.00839675	0.00687797	0.00716084	0.0089758	0.00857299	0.0137869	0.012063	0.0116591	0.0138319	0.0116916	0.0158642	0.00941428	0.0125907	0.00953458	0.0151788	0.0109344	0.0252604	0.0165513	0.026606	0.021656	0.0317817	0.0225766
aux	0.044748	0.0339207	0.0349811	0.0148667	0.0167798	0.0183706	0.0222215	0.0296675	0.0274209	0.0219332	0.0164882	0.0118583	0.0120322	0.0177956	0.0169018	0.00951877	0.00999218	0.0148234	0.0157947	0.0160051	0.0186705	0.0120675	0.0115588	0.0149584	0.0126228	0.018133	0.0170574	0.0181994	0.0148064	0.0188944	0.0222305	0.0177222	0.0257381	0.0231825	0.0253446	0.0203912	0.024129	0.0242943	0.0342638	0.0324188	0.0369339	0.0464654	0.0454219	0.058375
esprits	0.0452047	0.0322354	0.0281661	0.0198563	0.0178022	0.0158172	0.00933257	0.00614513	0.00468653	0.00432392	0.00574195	0.0063541	0.00670454	0.0146973	0.0150999	0.011499	0.0116293	0.0143844	0.0120484	0.0142492	0.0135122	0.0097077	0.00994642	0.00961224	0.0165481	0.0206559	0.0151314	0.0151453	0.0111295	0.0118164	0.0224311	0.0221172	0.019626	0.0292748	0.019866	0.0315457	0.027084	0.0277902	0.0419218	0.0492268	0.0600731	0.0631114	0.0736754	0.0830733
des	0.0538746	0.0548349	0.0479912	0.0323018	0.0319294	0.0376077	0.0296717	0.0244871	0.0198539	0.0130601	0.0129302	0.0125501	0.0134935	0.0224056	0.0210876	0.0148772	0.0136647	0.0152349	0.0129078	0.0135475	0.0131609	0.0104996	0.00943473	0.00932595	0.010682	0.012686	0.0118517	0.0142408	0.0104005	0.0139559	0.0188021	0.0116468	0.0163026	0.0168996	0.0148288	0.0185372	0.0206959	0.0195755	0.027318	0.0273669	0.0328752	0.03873	0.0498144	0.0720575
morts	0.041415	0.0355487	0.028836	0.0308368	0.0269912	0.0296256	0.0295032	0.0148272	0.0267865	0.0269825	0.0418021	0.0508706	0.0437939	0.0386575	0.0324564	0.033222	0.0262818	0.0210357	0.0175713	0.016559	0.0110519	0.00648781	0.00601561	0.00522444	0.00507978	0.00729695	0.00635506	0.0102506	0.0120076	0.0115983	0.0177458	0.0170721	0.0164102	0.0161751	0.0163284	0.0157427	0.0194503	0.0182061	0.027734	0.0227911	0.0281658	0.0214785	0.0358035	0.0319251
</S>	0.039029	0.0375124	0.0329147	0.0218863	0.0220384	0.024775	0.0160847	0.0158544	0.0196123	0.0133879	0.0129707	0.010083	0.00968414	0.013737	0.0141254	0.00997495	0.00919098	0.0118809	0.00911657	0.00828483	0.00933192	0.00702977	0.00759942	0.0084523	0.00788393	0.00973937	0.00921369	0.0144752	0.0110835	0.0170773	0.0239559	0.0186278	0.025131	0.026236	0.0210655	0.0291804	0.0298969	0.0280668	0.0437925	0.0435688	0.0532638	0.0640779	0.0722479	0.0668588
