 	a66	a87	a23	a97	a87	a40	a36	a27	a75	a12	a96	a18	a93	a96	a90	a56	a44	a75	a92	a79	a98	a47	a7	a75	a98	a47	a36	a2	a57	a97	a87	a23	a83	a71	a9	a75	a6	a0	a54	a79	a90	a56	a54	a92	a37	a66	a44	a56	a79	a36	a27	a3	a97	a87	a23	a99	a97	</S>
le	0.0632466	0.0110339	0.0047391	0.00308717	0.00244387	0.00149327	0.000622419	0.00036191	0.000376765	0.000336278	0.000750004	0.00188667	0.00145177	0.00565544	0.00989182	0.012541	0.0182144	0.0156223	0.0238359	0.0279566	0.0171237	0.0154064	0.0108304	0.0127282	0.0172896	0.00652369	0.00739121	0.00499048	0.00626235	0.00439882	0.00359615	0.00272872	0.00343319	0.00439384	0.00475969	0.00378234	0.0045408	0.00218874	0.00334235	0.00438273	0.00485068	0.00582869	0.0087647	0.00947064	0.00646029	0.0122635	0.00832547	0.0148742	0.0315904	0.0225097	0.0365463	0.0775289	0.088555	0.0685757	0.0839167	0.0700283	0.0816549	0.0226154
ruisseau	0.0594236	0.0177479	0.00933352	0.00535646	0.00332784	0.00237749	0.00167285	0.00105091	0.000993209	0.00160062	0.00396043	0.00791416	0.00671135	0.0170855	0.0308258	0.0398628	0.0458209	0.0328164	0.0411062	0.0369651	0.0340572	0.0236606	0.0158008	0.0197199	0.022947	0.0119811	0.0126038	0.0103921	0.0148761	0.0147695	0.0115745	0.00877832	0.014202	0.0141445	0.00959562	0.00621083	0.0140477	0.00722667	0.0164584	0.0202706	0.0224606	0.0159121	0.0149765	0.00708491	0.0110377	0.012288	0.00977515	0.0110614	0.0162818	0.0160082	0.0217926	0.0266049	0.0335424	0.0327305	0.0188929	0.0144426	0.0377842	0.0080536
vouma	0.0469858	0.0203724	0.0139084	0.0100634	0.00427017	0.00403782	0.00157851	0.00117699	0.00226678	0.00502761	0.00873936	0.00915068	0.0119189	0.0209254	0.0389586	0.0386933	0.0323638	0.0231402	0.0340906	0.033889	0.0380257	0.0236933	0.00876219	0.0126934	0.0160535	0.0108239	0.00865574	0.00754632	0.0126634	0.010206	0.0097108	0.0115509	0.0119791	0.01032	0.00804546	0.00676615	0.0131298	0.0103973	0.0255029	0.0454903	0.0317196	0.0302091	0.0232079	0.0121505	0.0259818	0.019248	0.0185367	0.0151199	0.0133727	0.0113041	0.0139738	0.0160263	0.0204069	0.0205351	0.0157268	0.0135185	0.0283088	0.0070795
pen-	0.0791153	0.0199138	0.0103408	0.00882681	0.00435947	0.00197284	0.00295554	0.000824343	0.00121152	0.00157499	0.0023076	0.00497229	0.0057357	0.0139191	0.0147322	0.0115272	0.0116876	0.00889954	0.0104867	0.0106354	0.0075778	0.00584574	0.00407312	0.00427027	0.00822858	0.00502958	0.00434735	0.00365685	0.00425601	0.00323567	0.00294223	0.00219096	0.00286927	0.00309139	0.00282257	0.00347847	0.00310569	0.00246644	0.00459268	0.00422285	0.00435625	0.00567416	0.018617	0.0128199	0.0181257	0.0383341	0.0358105	0.0219117	0.0389429	0.0271309	0.0322031	0.0539175	0.0577648	0.0590971	0.072709	0.048368	0.119191	0.0267247
dant	0.0834631	0.0325496	0.0247763	0.0213244	0.00989413	0.00794191	0.00515	0.00391037	0.00464475	0.00742105	0.0128345	0.014913	0.0170298	0.0283284	0.0249692	0.0340117	0.0408801	0.0238696	0.0271792	0.0216494	0.0182638	0.0118934	0.006817	0.0101932	0.0138197	0.0126877	0.0170984	0.00791092	0.0126572	0.0142419	0.0139451	0.0110019	0.0161663	0.0170409	0.0127209	0.0123896	0.0153832	0.011372	0.0195433	0.0236066	0.0213792	0.0140043	0.0159159	0.00873411	0.0158231	0.0153528	0.0140226	0.0124824	0.013469	0.00943873	0.014681	0.0141623	0.0197638	0.0147929	0.0123792	0.0127096	0.0378464	0.00754934
la	0.0382577	0.0127855	0.010706	0.00907054	0.00927422	0.00631348	0.00376466	0.00256024	0.00296853	0.00351579	0.00514267	0.0058121	0.00763167	0.013352	0.0192778	0.0217042	0.0178306	0.0170611	0.0165265	0.0217879	0.0184083	0.0140234	0.00752692	0.0106357	0.00898807	0.00686044	0.00555811	0.0070723	0.00882189	0.00677134	0.00751979	0.00550394	0.00592178	0.0065991	0.00675726	0.00624311	0.0084237	0.00837911	0.0173482	0.0301429	0.0223523	0.0343719	0.0245094	0.0216341	0.0499974	0.0360862	0.0347482	0.0326735	0.033711	0.0204044	0.0295662	0.0358025	0.040764	0.0347141	0.0292927	0.0211682	0.0340214	0.0213338
grande	0.0246686	0.0149326	0.0130634	0.00867391	0.0131515	0.00886371	0.00820104	0.0049373	0.00594866	0.00592378	0.00718664	0.00950356	0.00958701	0.0128714	0.0172323	0.0187114	0.0167474	0.0196571	0.0191485	0.0268406	0.0224371	0.0218952	0.0106273	0.0147144	0.0125114	0.00665897	0.00791592	0.00730838	0.00813409	0.00685517	0.00722163	0.00537179	0.00600193	0.00691825	0.00708256	0.00609428	0.0112127	0.00942809	0.0152865	0.0221146	0.0165503	0.0275009	0.0359017	0.0153122	0.0349532	0.0213153	0.0225182	0.0207617	0.024217	0.019494	0.0287853	0.0400067	0.0396347	0.03928	0.0341565	0.0281425	0.0290932	0.0407357
saison	0.0213956	0.0174408	0.0161303	0.0112765	0.0158144	0.0111385	0.011481	0.00727555	0.0091241	0.0089308	0.0109653	0.0103917	0.0121274	0.0165213	0.02357	0.0212716	0.0171569	0.0269015	0.0227157	0.0334538	0.0357234	0.0311374	0.0220792	0.0291145	0.0245926	0.0150267	0.0170807	0.0153392	0.012194	0.00840191	0.00948431	0.00750653	0.00725397	0.00789512	0.00844893	0.00884975	0.0134347	0.0122375	0.0195552	0.0239487	0.0195303	0.0387764	0.0482226	0.0185524	0.0329254	0.0183996	0.0188401	0.0117413	0.0142863	0.00641014	0.0127004	0.0143347	0.0121011	0.013729	0.0133138	0.012248	0.0123122	0.027189
sèche	0.0282463	0.010044	0.00838643	0.0067775	0.00777371	0.00481554	0.00459451	0.00344899	0.00386943	0.00385726	0.00502237	0.00486578	0.00706628	0.00950463	0.0127302	0.0178934	0.0176509	0.0264765	0.0220292	0.0336063	0.0284622	0.0284526	0.0210078	0.0267668	0.0236739	0.0152001	0.0174435	0.0162132	0.0139036	0.00855433	0.00954853	0.00664222	0.00779495	0.00808543	0.00812888	0.00932692	0.00853949	0.00756193	0.0126943	0.0119388	0.0118496	0.0324621	0.0433424	0.0164877	0.0411782	0.0206268	0.0218122	0.0210898	0.0202607	0.016071	0.0226266	0.0306399	0.0202109	0.020326	0.0237879	0.0229503	0.0187058	0.0669731
</S>	0.0336473	0.0223919	0.0195445	0.0150002	0.0157533	0.00644295	0.00630173	0.00341699	0.00370903	0.00334118	0.00378121	0.00519538	0.00622475	0.00881562	0.0104581	0.0133683	0.0165136	0.0201833	0.0214799	0.0285001	0.0174373	0.0185425	0.0152447	0.0179983	0.0165316	0.00980576	0.0108156	0.00937503	0.0130475	0.0106731	0.0117979	0.00831499	0.00958981	0.0139161	0.0196133	0.0224869	0.0221381	0.0178298	0.0299856	0.0278027	0.0305177	0.0377125	0.0477816	0.0281126	0.0308129	0.0201641	0.0187245	0.0140485	0.0125341	0.00981063	0.0182896	0.0201907	0.0158877	0.0208928	0.0163031	0.018051	0.0190503	0.0340999
