 	il	a	trouvé	une	astuce	pour	faire	faire	son	travail	par	son	frère	</S>
a41	0.0576653	0.0643407	0.0689653	0.0859187	0.109321	0.128167	0.140335	0.11688	0.0648077	0.0489201	0.0311418	0.0219086	0.027519	0.0341097
a11	0.0398332	0.0465867	0.0521325	0.0704008	0.0961066	0.132203	0.157427	0.126679	0.0746174	0.057979	0.0380729	0.0288003	0.0350864	0.0440752
a98	0.0204409	0.0251635	0.030107	0.0448488	0.0719622	0.130285	0.179641	0.166512	0.0994741	0.0713723	0.0451566	0.0310235	0.0370088	0.0470045
a13	0.029899	0.0340819	0.0341313	0.0472365	0.0608033	0.101075	0.160947	0.146649	0.100093	0.0767318	0.0552099	0.0412285	0.04656	0.0653534
a90	0.0163379	0.0191169	0.0223302	0.0308334	0.0424824	0.0757712	0.123784	0.156874	0.139483	0.120416	0.085799	0.0524135	0.0506313	0.0637263
a62	0.0333636	0.0379064	0.0372286	0.0454473	0.053792	0.0693872	0.105019	0.130929	0.130046	0.106944	0.0788748	0.0503796	0.052512	0.0681704
a56	0.0213303	0.0223923	0.022234	0.0258913	0.0359694	0.0595298	0.101395	0.140727	0.149315	0.133785	0.0965344	0.0604355	0.0581131	0.0723483
a32	0.0293991	0.029055	0.0283079	0.03174	0.0379697	0.0573663	0.0818885	0.114524	0.145898	0.138821	0.11212	0.0683387	0.0583292	0.066243
a98	0.0235302	0.025767	0.0263151	0.0343298	0.0454289	0.0706052	0.103057	0.123254	0.143114	0.125016	0.105453	0.0635525	0.0523163	0.0582617
a56	0.0287637	0.0314395	0.028441	0.0368603	0.039972	0.0556143	0.0700208	0.0807248	0.105347	0.0985997	0.111483	0.0974887	0.0976386	0.117606
a32	0.0186343	0.0211546	0.0215392	0.026032	0.0371118	0.0538863	0.0671134	0.0798861	0.113325	0.117716	0.133787	0.108978	0.0967437	0.104093
a11	0.0135456	0.014789	0.0145361	0.0202343	0.0296407	0.0488819	0.0646891	0.0774265	0.100263	0.110916	0.140398	0.125083	0.112116	0.127482
a75	0.0114547	0.0120578	0.0124049	0.0167158	0.0263322	0.0535792	0.0779334	0.0926597	0.109732	0.101017	0.122272	0.105793	0.111569	0.14648
a56	0.0140303	0.0175529	0.0170446	0.0244634	0.0331133	0.0487079	0.0549315	0.0644205	0.0845751	0.0757311	0.113857	0.125885	0.152458	0.173229
a98	0.012456	0.015362	0.0167886	0.0239655	0.0358755	0.0564389	0.0672457	0.0805767	0.100644	0.0966972	0.133645	0.126197	0.120134	0.113974
a73	0.0083639	0.0110773	0.0106839	0.0158337	0.0240879	0.0438913	0.0561034	0.0711093	0.0966893	0.0975993	0.13942	0.137809	0.138733	0.148599
a79	0.00525745	0.00699255	0.00726297	0.0112813	0.0235382	0.0515539	0.0687953	0.0873853	0.114159	0.0924768	0.125059	0.119748	0.13397	0.152521
a44	0.0117166	0.0143972	0.0156536	0.0206059	0.0377713	0.0641305	0.0789172	0.0868002	0.0903805	0.0705382	0.08555	0.0941488	0.148226	0.181164
a90	0.00550842	0.00696573	0.00775976	0.0126122	0.0260633	0.0558192	0.0689019	0.0830373	0.0899308	0.06892	0.105535	0.123576	0.162407	0.182963
a94	0.00969194	0.0100731	0.0104933	0.0157946	0.0260037	0.0495027	0.0583086	0.0710619	0.0764542	0.0646119	0.105264	0.131872	0.176446	0.194423
a38	0.00798561	0.0081775	0.00844709	0.0120032	0.0193855	0.0451999	0.058212	0.0771884	0.0814058	0.069021	0.0970412	0.119556	0.183056	0.213321
a10	0.0104665	0.00866373	0.00876438	0.0107823	0.0147485	0.0324846	0.041483	0.0547863	0.060148	0.0589509	0.0875498	0.123928	0.208957	0.278287
a11	0.00471042	0.00407454	0.00420919	0.00513218	0.00820524	0.0203654	0.0271713	0.0341281	0.0431551	0.0520132	0.0800112	0.129346	0.24598	0.341499
a93	0.00378518	0.00314034	0.00337876	0.0038184	0.00556459	0.0126317	0.0149768	0.017844	0.026054	0.0334414	0.0557766	0.117661	0.281877	0.42005
a75	0.00404477	0.00330243	0.0033701	0.00397038	0.0052818	0.012023	0.0157831	0.0216529	0.0295942	0.0365082	0.0612285	0.115175	0.265477	0.422589
a98	0.00317491	0.00280612	0.00273457	0.00354405	0.00565809	0.0136609	0.0161842	0.0227432	0.0313843	0.0363514	0.0630932	0.120339	0.26819	0.410136
a73	0.00175045	0.00192783	0.00199621	0.00304445	0.00625318	0.0170824	0.0188933	0.0258715	0.0352636	0.0332838	0.0551396	0.106398	0.278736	0.41436
a69	0.00114115	0.0014499	0.001702	0.00271534	0.00641486	0.0188128	0.0228357	0.0300537	0.0399827	0.0313793	0.0465451	0.0927498	0.267416	0.436802
a15	0.000701479	0.000745322	0.0008305	0.00112755	0.0028655	0.0100971	0.0173045	0.0236718	0.0346087	0.0324569	0.0482069	0.0883624	0.273847	0.465174
a44	0.0019677	0.00173596	0.00180057	0.00232796	0.00480764	0.0138028	0.0166617	0.0245515	0.0359785	0.0350447	0.0565365	0.108895	0.294685	0.401205
a56	0.00115803	0.00132598	0.00136038	0.00194489	0.00393349	0.0112918	0.0164928	0.0226503	0.030742	0.027413	0.0426037	0.0835035	0.282956	0.472624
a70	0.00134808	0.00136804	0.00141373	0.00186035	0.00338241	0.00851566	0.0113156	0.0163168	0.0241234	0.0247674	0.0405978	0.0834254	0.29171	0.489855
a13	0.00200448	0.0019355	0.00216223	0.0023291	0.00325872	0.00825301	0.0108848	0.0159017	0.0257869	0.0307507	0.0470121	0.0972671	0.294175	0.458278
a75	0.0018905	0.0018908	0.00219991	0.00244892	0.00356921	0.0109597	0.0132868	0.0180565	0.0312695	0.0358895	0.0525298	0.104931	0.286288	0.43479
a98	0.00113392	0.00108121	0.00108516	0.00130066	0.00174074	0.00569922	0.00795795	0.0131248	0.0235947	0.0284959	0.047322	0.103124	0.31145	0.45289
a73	0.000727883	0.000812435	0.000884568	0.00131094	0.00254249	0.00908853	0.0118342	0.0176693	0.0262119	0.0249016	0.0422294	0.0904982	0.292104	0.479185
a69	0.000464116	0.000565066	0.000633721	0.000946006	0.00201143	0.00805299	0.0123943	0.0186536	0.0281655	0.0226413	0.0349412	0.0725498	0.285192	0.512789
a84	0.000657277	0.000765022	0.000841874	0.00111542	0.00237169	0.00734648	0.0119871	0.0180277	0.027721	0.0253279	0.0390786	0.0765912	0.290562	0.497607
a87	0.000779314	0.000737339	0.000800203	0.000879655	0.00129177	0.00473028	0.00805421	0.0119474	0.0238667	0.0277834	0.0419477	0.0919601	0.327825	0.457397
</S>	0.00194952	0.00156064	0.0018393	0.00159132	0.00186142	0.00533226	0.00681428	0.00958073	0.0242558	0.0331456	0.0626589	0.145134	0.314544	0.389733
