 	pourquoi	t'	immisces-tu	dans	les	affaires	de	tes	petits	fils	au	moment	où	ils	ont	encore	un	père	</S>
a70	0.0454481	0.0843242	0.125813	0.111504	0.117179	0.124281	0.0656317	0.0497021	0.0349705	0.0318411	0.0243406	0.0236031	0.0185865	0.018932	0.0190443	0.0204893	0.0229286	0.0274591	0.0339222
a62	0.0297444	0.0575664	0.103904	0.0948451	0.104125	0.116634	0.0749695	0.0622202	0.0486568	0.0462146	0.0356439	0.0342267	0.0259072	0.0246418	0.0228593	0.023268	0.0255984	0.0306089	0.0383655
a12	0.0157267	0.0337237	0.055579	0.0697745	0.088017	0.101219	0.0843341	0.0794003	0.0708764	0.0715101	0.0559469	0.0499967	0.0373485	0.0321412	0.0260743	0.0254169	0.0272903	0.0332599	0.0423642
a96	0.0105225	0.0244039	0.0392305	0.0624435	0.0868779	0.0978448	0.0930062	0.0894138	0.0771453	0.0794169	0.0638631	0.0573856	0.0432745	0.0354879	0.0264454	0.0239845	0.0246529	0.0288774	0.0357232
a54	0.0121192	0.0251449	0.0397735	0.0590118	0.0841987	0.0966859	0.0862831	0.0809968	0.0648198	0.0717071	0.0627904	0.061512	0.0469983	0.0411798	0.031301	0.0284852	0.0285329	0.0345952	0.0438642
a20	0.0158745	0.0339343	0.0466263	0.067586	0.0909319	0.0703642	0.068029	0.0831906	0.0779675	0.0728533	0.0597208	0.0530432	0.0377821	0.0331113	0.0289791	0.0299824	0.030474	0.0408735	0.058676
a44	0.0135665	0.0238993	0.0314764	0.0501224	0.0686651	0.0496434	0.0644753	0.0828787	0.0814418	0.0777222	0.0646015	0.0575714	0.0451794	0.038218	0.0338975	0.0363117	0.0389713	0.0554816	0.0858765
a26	0.00499869	0.00812968	0.00956533	0.0283666	0.0565252	0.047658	0.0699051	0.0780458	0.0737076	0.0748703	0.0671396	0.0619915	0.0541719	0.0519474	0.0499908	0.0519825	0.0518303	0.0664226	0.0927512
a27	0.00361624	0.00615208	0.00672272	0.018945	0.0376794	0.0300411	0.0583057	0.062407	0.0614656	0.0604301	0.0545978	0.0486662	0.0424955	0.0390764	0.0407073	0.0490979	0.0675196	0.111838	0.200237
a53	0.00331428	0.0048802	0.00394175	0.0104425	0.0182627	0.0141367	0.039531	0.0441196	0.0479846	0.047344	0.0500708	0.0459685	0.0440839	0.0415283	0.0470724	0.0553107	0.0796639	0.137153	0.265192
a90	0.0038695	0.00630552	0.00640818	0.0129235	0.0208682	0.0169384	0.0352913	0.0563429	0.0721616	0.0774112	0.0803186	0.0719361	0.0708422	0.0750264	0.0762151	0.074657	0.0634169	0.075628	0.103439
a41	0.00422329	0.00801235	0.0085776	0.0158481	0.024077	0.0180641	0.0345884	0.0552416	0.0732069	0.0765459	0.0768164	0.0657528	0.0647843	0.0689393	0.0721605	0.0763364	0.0649433	0.0797543	0.112127
a94	0.0069219	0.010478	0.00927957	0.0157586	0.0227176	0.0167914	0.0361693	0.0530415	0.069041	0.0725003	0.0694291	0.0570693	0.0517137	0.0508404	0.0533102	0.066583	0.0703826	0.105886	0.162086
a70	0.00095806	0.00159201	0.000864877	0.0032949	0.00599119	0.00519174	0.0153527	0.0218562	0.0369013	0.0457836	0.0516879	0.0474233	0.0547658	0.0581003	0.0735869	0.0922622	0.10935	0.147253	0.227784
a11	0.00139364	0.00193083	0.00122992	0.00371507	0.00578341	0.00605436	0.0183785	0.0262388	0.0398477	0.0549148	0.0648364	0.0616875	0.0685015	0.0655596	0.0781964	0.0940837	0.106711	0.128256	0.172681
a56	0.00102913	0.00138658	0.000804693	0.00226234	0.00364789	0.00340185	0.011395	0.0180688	0.0297414	0.042695	0.053376	0.0541888	0.0645416	0.0608544	0.0750121	0.0926981	0.115394	0.151652	0.21785
a66	0.00187278	0.00244368	0.00158777	0.00414851	0.00570664	0.00569701	0.0173854	0.0236367	0.0348746	0.0515152	0.0641476	0.0635667	0.0728764	0.0712536	0.0833308	0.0965541	0.112963	0.127886	0.158553
a26	0.00128128	0.00158888	0.000893882	0.00171699	0.002547	0.00227467	0.00672104	0.00977357	0.0181706	0.0256958	0.0390762	0.0403433	0.0521575	0.051738	0.0625428	0.0815471	0.117498	0.186052	0.298382
a11	0.00465369	0.00519029	0.00279706	0.00433278	0.00625313	0.00562744	0.0120805	0.0147437	0.0327081	0.0388204	0.0584476	0.0547853	0.0649028	0.0643982	0.0624187	0.0726186	0.0989593	0.15192	0.244342
a38	0.00167318	0.00175693	0.00068219	0.00134974	0.0018114	0.00150725	0.00340106	0.00455821	0.00986747	0.0154916	0.0266497	0.030221	0.0448201	0.0510309	0.0642573	0.0881419	0.139783	0.207598	0.305399
a70	0.00179108	0.00196745	0.000642765	0.00138364	0.0018149	0.00130339	0.00312094	0.00423797	0.00903605	0.0147993	0.0259828	0.0287508	0.0405539	0.045722	0.0585522	0.0854011	0.143574	0.217757	0.313609
a11	0.00138691	0.00151325	0.000706795	0.0013281	0.00183847	0.00144026	0.0044876	0.00701504	0.0143266	0.021436	0.0327809	0.0330444	0.0409767	0.0390702	0.0462962	0.0693694	0.124068	0.214916	0.343999
a66	0.00150771	0.00159082	0.000828744	0.00124804	0.00169151	0.00155859	0.00487245	0.00849022	0.0199001	0.0274617	0.0424091	0.0399759	0.0473113	0.0433096	0.0460877	0.0668357	0.113663	0.204264	0.326994
a13	0.00194442	0.00201705	0.00100202	0.00125916	0.0014909	0.00145714	0.00338662	0.00483486	0.0130312	0.0171307	0.0281118	0.025868	0.0328358	0.0331319	0.0356243	0.0582705	0.1179	0.229247	0.391456
a71	0.00298396	0.0031372	0.0016552	0.00197256	0.00207898	0.00200883	0.00424298	0.00539059	0.0128054	0.0159057	0.0250698	0.0231054	0.0290953	0.0301413	0.0345132	0.0611638	0.126258	0.233828	0.384644
a9	0.0067995	0.00795434	0.005219	0.00510262	0.00458186	0.00453416	0.0089619	0.00998345	0.0197577	0.0208531	0.0297234	0.0255568	0.029724	0.0306542	0.0362857	0.0630627	0.120421	0.212235	0.35859
a97	0.0363934	0.0384985	0.0191741	0.0211513	0.0178029	0.0134773	0.0175826	0.0147616	0.0223277	0.0235716	0.0298132	0.0281917	0.0291541	0.036024	0.0500107	0.0750297	0.112659	0.160307	0.254069
a87	0.0672308	0.0563427	0.0208328	0.0270293	0.023922	0.0170345	0.0160216	0.0116516	0.0196262	0.0253305	0.0347355	0.036594	0.0366611	0.0537577	0.0682749	0.0814635	0.102449	0.127756	0.173286
a23	0.072579	0.0660975	0.0254016	0.0366605	0.0374757	0.0211348	0.017154	0.0138373	0.0233646	0.0295056	0.0371125	0.0412613	0.0373503	0.0585226	0.0734692	0.0822405	0.0880407	0.105629	0.133164
a97	0.0469479	0.0470647	0.00552674	0.0246216	0.0368067	0.0280253	0.0326599	0.0261061	0.0308734	0.0301547	0.0333644	0.0359329	0.0294723	0.0390382	0.0562035	0.0756549	0.0837725	0.135509	0.202265
a99	0.0251726	0.0290531	0.00535167	0.018242	0.0224885	0.0228928	0.0330899	0.0279513	0.036036	0.0383228	0.0479078	0.0471843	0.040991	0.0462862	0.0577809	0.0743985	0.0883005	0.140589	0.197961
a44	0.0288022	0.0301598	0.00522493	0.0176714	0.0229445	0.0202865	0.0264432	0.0233674	0.0312806	0.0367687	0.0468874	0.0489427	0.0436614	0.0522223	0.0632712	0.0794238	0.0898357	0.138663	0.194143
a13	0.0082415	0.00805389	0.00101423	0.00348587	0.00504065	0.00365618	0.00824991	0.0106276	0.0206371	0.0248045	0.0385545	0.0403881	0.0504258	0.070666	0.0898086	0.116832	0.137434	0.166657	0.195423
a38	0.00176558	0.00167402	0.000326435	0.000851834	0.00122743	0.00110488	0.00401371	0.00799531	0.0218579	0.0269963	0.0414427	0.0419636	0.054289	0.0664502	0.0897327	0.122487	0.148674	0.173696	0.193451
a7	0.0024785	0.00221012	0.00036971	0.000920438	0.00101208	0.000827945	0.00228176	0.00385459	0.0111979	0.0166944	0.0291577	0.0293655	0.0403956	0.051549	0.0781118	0.115757	0.159978	0.206987	0.246851
a27	0.00344924	0.00349403	0.000613696	0.00144868	0.00145283	0.00108948	0.0024551	0.00335441	0.00847992	0.0121434	0.0220261	0.0217167	0.0314697	0.0414504	0.0668768	0.10584	0.166659	0.226367	0.279614
a40	0.00565824	0.00689908	0.00187443	0.00324303	0.00321477	0.00273264	0.00543057	0.00534534	0.0106468	0.012917	0.0215557	0.0201509	0.0278406	0.0330199	0.0512401	0.0805232	0.137726	0.225489	0.344492
a44	0.0154159	0.0140971	0.00339573	0.00605475	0.00480924	0.0030167	0.0045016	0.00520068	0.0101106	0.0155702	0.0241362	0.0260116	0.0339557	0.0483657	0.0650237	0.0996913	0.151595	0.209939	0.259109
a40	0.00306099	0.00299338	0.000741523	0.00168868	0.00182062	0.00125281	0.00241744	0.00322322	0.00789763	0.0129782	0.0213518	0.0228841	0.0330947	0.0428088	0.0548304	0.0875752	0.164028	0.233978	0.301374
a27	0.00547812	0.00518604	0.00150103	0.00315416	0.00306502	0.00189384	0.00339471	0.00377029	0.00876059	0.0142477	0.0225139	0.0249193	0.0372786	0.0519817	0.0594256	0.0814002	0.140811	0.219875	0.311343
a84	0.00291135	0.00344501	0.000842647	0.00165668	0.00168116	0.00130739	0.00261516	0.00274904	0.00713141	0.0100267	0.01609	0.0149333	0.0202457	0.0232912	0.032511	0.0627996	0.138751	0.26718	0.389832
a38	0.00736546	0.0100382	0.00461835	0.00542076	0.00526759	0.00458531	0.00710176	0.00632414	0.0122292	0.0128461	0.0174313	0.0137325	0.0147769	0.01761	0.0266989	0.0577769	0.12467	0.252979	0.398528
a36	0.0105054	0.0143081	0.0051957	0.0071002	0.00588861	0.00451865	0.00644225	0.0053541	0.0124299	0.0138674	0.019206	0.0158834	0.0174082	0.0209419	0.034063	0.0683071	0.122715	0.23421	0.381655
a2	0.0145474	0.0191117	0.00752094	0.00915935	0.00665016	0.00473552	0.0054984	0.00447588	0.00844493	0.0100898	0.0142178	0.0123951	0.0137292	0.0169226	0.0274449	0.0594917	0.119391	0.242577	0.403597
a26	0.0289844	0.0403261	0.0172584	0.0215101	0.0157782	0.0109734	0.0119215	0.007821	0.0129731	0.0127626	0.015849	0.0129375	0.0131405	0.0168957	0.0275761	0.0549375	0.103465	0.210362	0.364527
a57	0.0369389	0.0477956	0.0127938	0.0248354	0.0238175	0.0161483	0.0165601	0.00909067	0.0144293	0.0148647	0.0184238	0.0170496	0.0156659	0.0222468	0.0346549	0.0568359	0.0974641	0.190686	0.329698
a87	0.0410197	0.0457572	0.0102866	0.0217151	0.0250899	0.0192792	0.0175973	0.0101842	0.0178838	0.0212741	0.0286392	0.028255	0.0223378	0.0332609	0.0459015	0.0619206	0.0985145	0.17504	0.276044
a97	0.0460613	0.051496	0.0173193	0.0285607	0.03564	0.022984	0.0173419	0.0122844	0.0214995	0.0250397	0.0297589	0.0323626	0.0254457	0.0415837	0.0542673	0.0682516	0.0960133	0.150205	0.223885
a87	0.0388347	0.0486682	0.0224998	0.0335769	0.0470042	0.0392828	0.0394348	0.0264674	0.0355435	0.0456464	0.0545444	0.0587615	0.039209	0.0486372	0.0564545	0.0602092	0.0646406	0.0993936	0.141191
a23	0.0592358	0.0857595	0.0340258	0.0473539	0.0571477	0.037648	0.0333099	0.0246052	0.0306432	0.0293157	0.0329902	0.0330128	0.0199152	0.0257696	0.0353267	0.0465551	0.0636121	0.115768	0.188006
a87	0.0469394	0.05655	0.00736335	0.0403435	0.0679535	0.0463814	0.0442712	0.030038	0.0279949	0.0225099	0.0223719	0.0228491	0.0149311	0.0211626	0.0337791	0.0579117	0.0795898	0.149257	0.207803
a99	0.0457719	0.0609073	0.0101732	0.0502157	0.0639529	0.0472343	0.042219	0.0277157	0.0246197	0.0192125	0.0189015	0.0173857	0.0101646	0.0117152	0.0198789	0.0395737	0.06912	0.163155	0.258084
a97	0.0704763	0.0969131	0.0231185	0.0843968	0.106611	0.0849297	0.0602273	0.0330179	0.0254116	0.0222263	0.0226268	0.0235888	0.0148219	0.0195988	0.0260895	0.0359521	0.0438503	0.0838292	0.122314
</S>	0.0484709	0.0701488	0.0184638	0.0607464	0.0670797	0.0596461	0.0449104	0.0263521	0.0232658	0.023395	0.0245367	0.0251541	0.0159397	0.0187872	0.0272386	0.0413812	0.0608652	0.131937	0.211681
