 	des	gens	se	sont	réunis	en	grand	nombre	au	milieu	du	village	pour	écouter	la	parole	de	dieu	</S>
a70	0.00394297	0.00565762	0.0099192	0.0188973	0.0288635	0.040689	0.0525247	0.0843747	0.133519	0.138321	0.087202	0.0834878	0.0592648	0.0532768	0.0418348	0.0335125	0.033311	0.0351308	0.056271
a93	0.00293523	0.00429479	0.00755455	0.0140782	0.0216929	0.033003	0.0490977	0.0850898	0.139587	0.14024	0.0898058	0.0823595	0.0600508	0.054246	0.0441669	0.0370748	0.0374449	0.0382386	0.0590396
a56	0.00303839	0.00436133	0.00766048	0.0140086	0.0212106	0.0317696	0.0460335	0.0772074	0.134268	0.135555	0.0883975	0.0813853	0.0603385	0.0558029	0.0471867	0.0409823	0.0419577	0.0431711	0.0656654
a34	0.00408676	0.00518826	0.00794014	0.0128164	0.0178322	0.0245786	0.0342504	0.0570922	0.114808	0.126995	0.0896172	0.087953	0.0664637	0.0636545	0.0559843	0.0527167	0.0516	0.0557489	0.0706743
a75	0.00408952	0.00537256	0.00825848	0.012986	0.0172949	0.0244324	0.0345487	0.0564873	0.109091	0.115658	0.0817994	0.0777724	0.0596171	0.0592592	0.0554698	0.0588596	0.0606244	0.0689303	0.0894492
a18	0.00436665	0.004963	0.0068224	0.010087	0.0157238	0.0203557	0.0260243	0.040583	0.0757579	0.0946796	0.0753029	0.0792679	0.0614101	0.0629283	0.0566438	0.0595463	0.0667341	0.102131	0.136672
a11	0.000948277	0.00123182	0.0020669	0.00421202	0.00840677	0.0159038	0.0250485	0.0385774	0.0682604	0.065149	0.0469079	0.0445023	0.0378403	0.0351283	0.0361417	0.053126	0.0877887	0.149229	0.27953
a75	0.000785214	0.00101922	0.00173852	0.00364298	0.007235	0.0136783	0.0219073	0.0333309	0.0649897	0.0647213	0.0483432	0.0465614	0.0405404	0.0409785	0.0427939	0.0617494	0.0947539	0.153301	0.25793
a92	0.00277425	0.00298027	0.00382281	0.00534184	0.00824445	0.0119137	0.0169451	0.0259547	0.0544046	0.0658753	0.0573751	0.0614849	0.0513868	0.0539386	0.053642	0.0671495	0.0876911	0.152064	0.217011
a37	0.00217657	0.00269112	0.00377483	0.00592785	0.00911908	0.0133649	0.0196915	0.0314593	0.0657693	0.0759801	0.0614949	0.0627806	0.0518299	0.0567808	0.0568037	0.0741261	0.0867504	0.136259	0.18322
a96	0.000756809	0.000969574	0.00159572	0.00311903	0.00593278	0.0110773	0.0177303	0.0260823	0.051547	0.0495968	0.0346025	0.0307816	0.0251179	0.0275098	0.0301411	0.0526997	0.0876061	0.190922	0.352212
a92	0.000759715	0.00092426	0.00145676	0.00275534	0.00540317	0.0107866	0.0185673	0.0274027	0.0526605	0.05055	0.0352541	0.0294056	0.0236297	0.0274746	0.030614	0.0552819	0.0944726	0.192521	0.34008
a37	0.00104655	0.00122249	0.00170234	0.0027091	0.00527234	0.00903094	0.0138833	0.0196392	0.0410563	0.0449437	0.0376073	0.0369787	0.0319551	0.034886	0.038512	0.0660177	0.105329	0.20671	0.301498
a70	0.000754583	0.000838379	0.00123752	0.00214715	0.00453428	0.00885594	0.0143617	0.0200659	0.0391331	0.0380349	0.0269421	0.0230261	0.0189308	0.022197	0.0253628	0.0502028	0.0935414	0.219224	0.39061
a75	0.000562141	0.000664389	0.00102034	0.00173796	0.00348237	0.0069347	0.0123367	0.0181493	0.0338322	0.0301016	0.0199142	0.0152313	0.012234	0.0142318	0.0167035	0.0352387	0.0771201	0.2117	0.488804
a37	0.000707347	0.000785595	0.00106364	0.00171636	0.00427225	0.00788723	0.0129716	0.0187838	0.0364641	0.0386086	0.0323373	0.0301544	0.0259036	0.0290381	0.0328657	0.0629418	0.115137	0.22575	0.322611
a70	0.000339482	0.000383319	0.000583303	0.00101754	0.0023796	0.00528302	0.0100972	0.0150216	0.0302369	0.0263588	0.0167886	0.0123382	0.00953584	0.0107399	0.0122196	0.0283295	0.0706881	0.224438	0.523222
a99	0.000417588	0.000460822	0.000674731	0.00107633	0.00239426	0.00503303	0.0103601	0.015512	0.0301677	0.0266526	0.0165395	0.0107841	0.00806217	0.00845161	0.00997066	0.024576	0.0599139	0.196873	0.57208
a62	0.00027933	0.000248166	0.000304192	0.000413811	0.000846274	0.00160395	0.00312158	0.00465041	0.00962024	0.00817894	0.00612703	0.00513323	0.00523229	0.00516018	0.00826136	0.0247058	0.0643423	0.236608	0.615163
a83	0.000381693	0.000383347	0.000523525	0.000776397	0.00171104	0.00327483	0.0064696	0.00993521	0.0191668	0.0171185	0.0115745	0.00787165	0.0065341	0.00693917	0.00965467	0.0264036	0.0638709	0.221717	0.585694
a9	0.000303767	0.000304132	0.000391102	0.000581417	0.00139454	0.00259369	0.0049041	0.00727473	0.0134612	0.01134	0.00855057	0.00656338	0.00662622	0.00609052	0.00962468	0.026181	0.0658416	0.234965	0.593008
a99	0.0030368	0.00217452	0.00195739	0.0021534	0.00406317	0.00573255	0.00860457	0.0101302	0.021571	0.0205147	0.0209726	0.0217447	0.0217061	0.016273	0.023478	0.0547507	0.105972	0.250805	0.404359
a87	0.00827593	0.00514594	0.00369644	0.00346472	0.00489455	0.00569977	0.00811513	0.0110447	0.0200241	0.0175413	0.020775	0.021364	0.0224919	0.0209939	0.0273423	0.0547475	0.117394	0.262333	0.364656
a23	0.0221611	0.0139133	0.00954279	0.00895138	0.0113339	0.0151204	0.026807	0.0437682	0.0658835	0.0540281	0.0632608	0.0644762	0.0585245	0.0439078	0.0368695	0.044609	0.0788906	0.148083	0.189869
a87	0.0116761	0.0058809	0.00380292	0.00362935	0.00636531	0.0116897	0.0290361	0.049605	0.0767838	0.0719558	0.0789405	0.0616856	0.0503973	0.0424209	0.0351036	0.0467266	0.0744733	0.131037	0.208791
a23	0.00533927	0.00330962	0.00313458	0.00405765	0.00840214	0.0171049	0.0409645	0.0729263	0.0846216	0.0567255	0.0441895	0.0309222	0.0256946	0.0223593	0.0205058	0.0309098	0.0685232	0.156637	0.303673
a87	0.00733586	0.0043027	0.00356846	0.00420138	0.00923388	0.0183909	0.0422623	0.0662128	0.0903202	0.0686218	0.0606211	0.0420685	0.0319283	0.0271657	0.0219069	0.0336416	0.0664354	0.138603	0.263179
</S>	0.00558733	0.0036968	0.00311716	0.00343618	0.00663415	0.0115795	0.0252397	0.0440644	0.053234	0.037161	0.0307514	0.0212029	0.0189715	0.0162553	0.0166217	0.0270597	0.0699745	0.191463	0.41395
