 	tout	le	village	ne	veut	plus	de	nyasoni	parce	qu'	elle	prononce	tout	temps	des	malédictions	sur	les	enfants	</S>
a43	0.00675725	0.00856574	0.0145998	0.0290044	0.0381783	0.0610469	0.0624906	0.0823148	0.09102	0.115231	0.122765	0.10496	0.0557199	0.0344656	0.0170659	0.0137931	0.0151912	0.0234657	0.0423371	0.0610279
a25	0.00250085	0.00295867	0.00634398	0.0143507	0.0229712	0.0432343	0.0476837	0.0640074	0.077326	0.129891	0.135649	0.110029	0.0611052	0.0410342	0.0213134	0.016704	0.0180769	0.0314038	0.0594828	0.0939345
a56	0.0031335	0.00300082	0.00427614	0.00887998	0.0134011	0.0285207	0.0358067	0.0557222	0.0686068	0.131112	0.151636	0.125111	0.0608329	0.0334475	0.0208599	0.0213963	0.0211584	0.0334487	0.0672726	0.112378
a62	0.00254774	0.00302837	0.00649875	0.0158521	0.0235255	0.0503287	0.0582217	0.0797608	0.0890102	0.124552	0.1223	0.0996915	0.0517884	0.0321836	0.0201539	0.0210474	0.0238291	0.0344163	0.0553554	0.0859086
a83	0.001435	0.00168884	0.00388335	0.00959943	0.0164654	0.0373839	0.0468499	0.0666854	0.0862768	0.14594	0.147236	0.114599	0.0657885	0.0391278	0.0218108	0.0171012	0.0170319	0.0265384	0.0513942	0.0831649
a38	0.00110735	0.00118162	0.0025662	0.00619244	0.0107343	0.0291062	0.0421718	0.0670408	0.0902064	0.155159	0.170764	0.13911	0.0753696	0.039038	0.0204668	0.0161697	0.0138832	0.0193663	0.038691	0.0616752
a75	0.00150106	0.00136507	0.00234229	0.00518212	0.00866262	0.0250739	0.0411575	0.0697513	0.0937637	0.155039	0.164071	0.130814	0.0661994	0.0364474	0.0193815	0.0171107	0.0158517	0.0232804	0.0471451	0.0758603
a47	0.00554465	0.00520945	0.00812906	0.0167717	0.0196535	0.040565	0.0489847	0.071489	0.071023	0.0791743	0.0861095	0.0790777	0.0415006	0.0287374	0.0196138	0.0281261	0.0392042	0.061892	0.0974998	0.151695
a26	0.00874507	0.00935939	0.0146947	0.0242861	0.0268476	0.0484484	0.0508007	0.0714709	0.0669229	0.0828774	0.105888	0.101729	0.0569356	0.0326097	0.0194693	0.0213683	0.0237414	0.0382844	0.0744659	0.121055
a57	0.00686685	0.00577479	0.00707065	0.0113831	0.0151146	0.0276089	0.0413987	0.0634846	0.0762997	0.104595	0.132416	0.129068	0.0726128	0.0435112	0.0225581	0.0168227	0.0146767	0.0241723	0.0627853	0.12178
a99	0.0073334	0.00471136	0.00459975	0.00590777	0.00752154	0.0152551	0.0308866	0.0473439	0.0804671	0.118448	0.118118	0.104399	0.064596	0.0462836	0.0273881	0.0225585	0.0226147	0.0339316	0.0830215	0.154614
a87	0.017908	0.00916867	0.00771406	0.00764093	0.00995366	0.015929	0.0241153	0.0267992	0.0495311	0.0779818	0.0976423	0.110755	0.104857	0.118089	0.0711041	0.0425365	0.0299748	0.0318789	0.0569686	0.0894516
a23	0.024027	0.0115652	0.00885607	0.00741907	0.00873825	0.0109318	0.0145062	0.013015	0.0291484	0.042725	0.0580853	0.0742642	0.0883354	0.111528	0.107175	0.0774952	0.0605786	0.0561934	0.081929	0.113484
a87	0.00900512	0.00453661	0.00425916	0.00659066	0.00898058	0.0117509	0.0142777	0.0107954	0.0201004	0.0226217	0.0308159	0.0344849	0.0556808	0.0840346	0.0812109	0.0610047	0.0734957	0.0869572	0.146651	0.232745
a23	0.00545967	0.00291869	0.00331276	0.00526853	0.0070775	0.00857802	0.011209	0.00988098	0.0228387	0.0304542	0.0409837	0.0451476	0.0657436	0.0835858	0.115271	0.104375	0.0894546	0.0832314	0.111413	0.153797
a10	0.00159563	0.000861759	0.00101467	0.00182543	0.00275298	0.00327286	0.0050639	0.00502818	0.011598	0.0145066	0.0178578	0.01852	0.031687	0.0417613	0.0563402	0.0686894	0.117302	0.140428	0.18916	0.270734
a50	0.000620132	0.000453096	0.000749466	0.00140972	0.00233244	0.00264811	0.00417095	0.00569121	0.0107855	0.0147572	0.0185283	0.0157875	0.0211459	0.0188442	0.0287551	0.0491872	0.0949294	0.149595	0.235055	0.324554
a75	0.000188845	0.000183778	0.000396611	0.000793929	0.00171426	0.00276257	0.00486359	0.0083616	0.0142702	0.0183311	0.0172745	0.0125711	0.0131924	0.00926232	0.011753	0.02441	0.0708976	0.159248	0.262992	0.366532
a79	0.000886192	0.000910043	0.00198245	0.00409012	0.00681005	0.0111484	0.0153109	0.0211947	0.0275493	0.0337663	0.033328	0.0283321	0.0316888	0.0235022	0.0264305	0.0387465	0.0701392	0.129656	0.213234	0.281293
a90	0.00187882	0.00227203	0.00529494	0.00893201	0.0127184	0.0182502	0.0231791	0.0299501	0.0371402	0.0410139	0.0378393	0.0306997	0.0279645	0.0221047	0.0268662	0.0428792	0.0738405	0.125736	0.193595	0.237846
a98	0.00194299	0.00223336	0.00460833	0.00723819	0.00935465	0.0142513	0.0179956	0.0247126	0.0307568	0.0394512	0.0381327	0.0286796	0.025035	0.020604	0.0275235	0.0427407	0.0699222	0.11923	0.197404	0.278182
a85	0.00281343	0.00361923	0.0074636	0.0116808	0.0154322	0.0264902	0.0343431	0.0472717	0.0569288	0.066758	0.0690635	0.057216	0.0395245	0.0230614	0.0225742	0.0285194	0.0409574	0.0731478	0.14717	0.225965
a6	0.00161901	0.0018925	0.00397137	0.00737724	0.0105529	0.0192434	0.0248413	0.0350524	0.0404558	0.0499198	0.0558995	0.0428156	0.0310482	0.0154739	0.0151044	0.0222212	0.038538	0.0777643	0.182361	0.323848
a26	0.00185034	0.00185245	0.00306863	0.00501001	0.00737869	0.0146311	0.0199127	0.0314925	0.0337808	0.0458038	0.0507797	0.0366478	0.0272571	0.0140199	0.014781	0.0248671	0.0435311	0.0876784	0.195665	0.339992
a56	0.000436227	0.000529609	0.0011067	0.00245534	0.00430355	0.0108444	0.0173643	0.0289352	0.0319672	0.0447269	0.0478399	0.0366658	0.0226578	0.00909916	0.0116346	0.0303629	0.0656497	0.107205	0.191516	0.3347
a70	0.00070444	0.000821307	0.00137673	0.00280388	0.00481168	0.0123851	0.0201163	0.0316203	0.034256	0.047731	0.0463214	0.0347802	0.0230514	0.0119742	0.0151984	0.0334587	0.0721697	0.117681	0.195649	0.293089
a75	0.000760486	0.000880412	0.00137905	0.00240101	0.0036079	0.00844889	0.0132451	0.0233038	0.030947	0.0474033	0.0452852	0.0341963	0.0233506	0.012104	0.0134309	0.0288435	0.0714571	0.13299	0.21523	0.290736
a25	0.000703146	0.000790936	0.00154899	0.00337376	0.00481585	0.00893529	0.0132142	0.0190084	0.0219545	0.0294594	0.0302765	0.0230726	0.0171309	0.00876574	0.0118912	0.0284113	0.053139	0.101949	0.230198	0.391362
a4	0.000843618	0.000946208	0.00154135	0.00302522	0.00424681	0.00734608	0.0101032	0.0156284	0.0181152	0.0260705	0.0290499	0.022083	0.0163472	0.00646655	0.00797117	0.021729	0.0520014	0.109006	0.238681	0.408798
a13	0.000296275	0.000354079	0.000680345	0.00145621	0.00253057	0.0066752	0.0118002	0.0199215	0.0206844	0.0250364	0.0233881	0.0172694	0.010691	0.00373521	0.00437096	0.0139521	0.0449085	0.116283	0.26519	0.410776
a53	0.000288944	0.000328781	0.000629911	0.00127676	0.00197759	0.00474987	0.00896564	0.0171212	0.0217358	0.0257036	0.0210478	0.0147991	0.00868632	0.00282302	0.0026584	0.00814543	0.0306867	0.0984701	0.270112	0.459793
a75	0.000239142	0.000276066	0.000609507	0.00135357	0.0021922	0.0050014	0.00889042	0.0166332	0.0197094	0.0247386	0.021238	0.0150506	0.00977337	0.00387322	0.00396176	0.0122182	0.0408654	0.111402	0.269159	0.432815
a21	0.000531313	0.00057522	0.00103338	0.00192408	0.0027647	0.00562329	0.0086233	0.0135302	0.0154458	0.0222099	0.022857	0.0167418	0.0123576	0.0059556	0.00771594	0.0248842	0.0613419	0.12676	0.244435	0.404691
a44	0.000830011	0.00089945	0.00138666	0.00205764	0.0028282	0.00510143	0.00727489	0.0104841	0.0122022	0.0186084	0.0202069	0.0174656	0.0122868	0.00665025	0.0097191	0.0310813	0.0880183	0.172862	0.259133	0.320904
a98	0.000404718	0.000461042	0.000889894	0.0016317	0.0020818	0.00384642	0.00577135	0.00877268	0.0121003	0.0184498	0.0155328	0.0101635	0.00709936	0.00297544	0.00288043	0.00886155	0.0315619	0.0961696	0.283297	0.487049
a85	0.000390537	0.000474324	0.000879527	0.00180833	0.00255521	0.00503293	0.00772845	0.0111848	0.0143509	0.0199817	0.0187401	0.0129501	0.00937277	0.00379777	0.00460794	0.014842	0.0418342	0.111698	0.271567	0.446204
a92	0.00038751	0.000402741	0.000659778	0.00128732	0.00190629	0.00337415	0.00446685	0.00602351	0.00736904	0.0106979	0.0109485	0.00810255	0.00736563	0.00358969	0.00455041	0.0159274	0.0491272	0.127401	0.287046	0.449366
a44	0.000506535	0.000576019	0.00100209	0.0017753	0.00235129	0.00482372	0.00791349	0.0119518	0.0154188	0.0219676	0.0187785	0.0128708	0.00985806	0.00447098	0.00547134	0.0158159	0.0472748	0.118787	0.273732	0.424654
a98	0.00044916	0.000607235	0.00133532	0.00250863	0.0031771	0.00522954	0.00770487	0.011928	0.0189627	0.0245355	0.0180244	0.012427	0.00966893	0.00350932	0.00249439	0.00663594	0.0310703	0.117376	0.304901	0.417455
a85	0.000537653	0.000590162	0.00103223	0.00190936	0.00261324	0.00471654	0.00694294	0.0100962	0.0121172	0.0162148	0.0148201	0.0106588	0.0100032	0.00471944	0.00503375	0.0139535	0.0454046	0.132207	0.289573	0.416856
a37	0.000464978	0.000482369	0.000810373	0.00154522	0.00226133	0.0041517	0.00591437	0.00847767	0.0104022	0.0145245	0.0137118	0.0100001	0.00968779	0.0048065	0.00606192	0.0189093	0.0601066	0.149171	0.285367	0.393143
a62	0.000707968	0.000765369	0.00137166	0.00226833	0.0028374	0.00463915	0.00603906	0.00879236	0.0138001	0.0197907	0.0139358	0.0100487	0.00877842	0.00386883	0.00415427	0.0120477	0.0514096	0.151002	0.303082	0.380661
a47	0.00114515	0.001269	0.00186755	0.00278097	0.00312005	0.0042952	0.00563465	0.00689763	0.00987727	0.0147982	0.0105652	0.00793481	0.00811792	0.00437014	0.00539486	0.0139841	0.0494071	0.142345	0.302034	0.404161
a88	0.00107646	0.00120449	0.00193689	0.00266606	0.00289372	0.00377012	0.00521564	0.00718214	0.0110402	0.0150951	0.0105208	0.00876162	0.00951118	0.00508748	0.00714126	0.0170204	0.0549986	0.143356	0.296323	0.395198
a24	0.00133695	0.00147051	0.00217869	0.00285906	0.00321525	0.00383642	0.00567295	0.00836685	0.0140897	0.0188773	0.0133336	0.0114592	0.0110885	0.00560782	0.00651254	0.0155375	0.0521881	0.152126	0.298057	0.372186
a88	0.002019	0.0018848	0.0023328	0.00297701	0.00373504	0.0046884	0.00748463	0.0121468	0.0160015	0.0194155	0.0174137	0.0177923	0.0162376	0.00820843	0.0102483	0.026734	0.075629	0.183538	0.266292	0.305221
a71	0.00214859	0.00179759	0.00182839	0.00216412	0.00274478	0.00341533	0.00592577	0.0100045	0.0126929	0.015769	0.0155279	0.0169473	0.0145449	0.00598828	0.00681723	0.0185916	0.0550181	0.158541	0.290065	0.359468
a11	0.00615713	0.0049878	0.00374491	0.00367859	0.00452821	0.00562581	0.0107036	0.0190459	0.0213048	0.0255006	0.0270596	0.0259495	0.0196073	0.00771652	0.00875082	0.0243701	0.0614205	0.145263	0.25797	0.316616
a93	0.00783063	0.00602592	0.004382	0.00409794	0.00481589	0.00607969	0.0113094	0.018752	0.0207769	0.0245276	0.0263626	0.0253942	0.0190639	0.00788763	0.00882917	0.0245578	0.0573219	0.128816	0.253566	0.339603
a70	0.000502973	0.00050544	0.000745573	0.00113693	0.00154987	0.00236755	0.00405048	0.00636472	0.00983336	0.0135154	0.0106636	0.00896086	0.00769799	0.00327354	0.00267796	0.00625605	0.0221245	0.0947583	0.29192	0.511095
a96	0.000570252	0.00056906	0.000742487	0.00103555	0.00154199	0.0021346	0.00356105	0.00542514	0.00879747	0.0124964	0.0103111	0.0088274	0.00754393	0.00327979	0.00285572	0.00714658	0.0249645	0.0978461	0.298319	0.502032
a18	0.000384733	0.000376899	0.000493608	0.000680303	0.000968273	0.00135629	0.0024139	0.00373674	0.00582648	0.00796518	0.00685782	0.00636303	0.00559761	0.00229236	0.0022579	0.00623059	0.0243576	0.103704	0.316561	0.501576
a26	0.00589981	0.00553353	0.00563906	0.00568719	0.00702584	0.00999264	0.0165329	0.0259815	0.0270053	0.0293795	0.0299428	0.0262843	0.0210084	0.007217	0.00764317	0.0185055	0.0453761	0.116678	0.251079	0.337588
a9	0.028923	0.0212606	0.0193841	0.0162626	0.0169566	0.0227094	0.0375092	0.0470134	0.0421801	0.0381624	0.0431896	0.045423	0.0414057	0.0203916	0.0256906	0.0392246	0.0562128	0.0905505	0.148657	0.198893
a97	0.0623955	0.031564	0.0213718	0.0146485	0.0145524	0.0155542	0.0251579	0.0240221	0.0234451	0.0205423	0.0293776	0.0412633	0.0577679	0.0447172	0.042642	0.0482914	0.0641288	0.0985305	0.14172	0.178307
a87	0.0573196	0.0280558	0.0168941	0.0132824	0.0145884	0.0152484	0.0251503	0.0210234	0.0235268	0.025979	0.0477691	0.0749035	0.0982037	0.0762055	0.0564185	0.0484797	0.0521012	0.0714164	0.101425	0.132009
a97	0.0430655	0.0245442	0.0152919	0.0150384	0.0191574	0.0229217	0.0401139	0.0356868	0.0415418	0.0434681	0.0686878	0.0930739	0.108797	0.0730388	0.0474973	0.034635	0.0358948	0.0518946	0.079286	0.106365
a9	0.035565	0.0200752	0.0151463	0.0201957	0.0257012	0.0280672	0.0496869	0.0443857	0.0525523	0.0507274	0.0670572	0.0832282	0.0913513	0.0574017	0.0369683	0.0284366	0.031879	0.0501368	0.0869993	0.124439
a99	0.0283544	0.0178747	0.0149255	0.0223721	0.0290009	0.0349824	0.058154	0.0519149	0.0606971	0.0574087	0.0714228	0.0790066	0.0800302	0.0524281	0.031451	0.0236955	0.0267002	0.0444396	0.0850674	0.130074
a97	0.0179416	0.0112614	0.0112172	0.0188058	0.0251208	0.0300546	0.0554412	0.0485981	0.0571272	0.0506362	0.0582977	0.0619549	0.0661698	0.0393651	0.0242049	0.0212439	0.0320998	0.0564988	0.117874	0.196086
</S>	0.0133992	0.00869253	0.00949555	0.0165329	0.0211822	0.0245089	0.0456809	0.041431	0.047579	0.0410337	0.0478865	0.0512005	0.0531675	0.0310543	0.0185123	0.0181065	0.0326898	0.0664803	0.152907	0.25846
