 	la	femme	qui	est	partie	récolter	du	manioc	au	champ	a	laissé	des	traces	sur	le	chemin	pour	permettre	à	son	mari	de	la	suivre	</S>
a75	0.00357564	0.00399382	0.00561958	0.00779587	0.00907164	0.0105029	0.0130574	0.0142863	0.0175324	0.0215871	0.0245109	0.0344689	0.0346553	0.0436985	0.0603819	0.0628008	0.0873404	0.102816	0.0633862	0.0562672	0.0721523	0.0639005	0.059098	0.0474198	0.0387444	0.0413358
a73	0.0122543	0.011085	0.0119826	0.0145305	0.0163282	0.0195337	0.0198098	0.0208444	0.0260434	0.0270961	0.0279389	0.035905	0.0326165	0.0449664	0.0537706	0.0558859	0.0770152	0.0949991	0.0462512	0.0408969	0.0576264	0.0482267	0.0444835	0.0425311	0.0536222	0.0637565
a56	0.00996126	0.00861004	0.00902799	0.0103945	0.0113342	0.0128664	0.0142508	0.0148776	0.0173359	0.0196074	0.0214983	0.0276385	0.0274245	0.037742	0.0487856	0.0517413	0.0738088	0.0991356	0.0510099	0.0480197	0.0691639	0.0603658	0.0571087	0.0522806	0.0597968	0.086214
a96	0.00335474	0.00309452	0.003989	0.00535423	0.00624189	0.00703479	0.00893763	0.00994463	0.0137585	0.017755	0.0213789	0.0309476	0.0299306	0.0437933	0.0566323	0.0589167	0.0804377	0.0906155	0.0545571	0.0720861	0.0908779	0.0642201	0.0555553	0.0442716	0.0527151	0.0735994
a93	0.0030034	0.00295095	0.00401736	0.00546345	0.00668001	0.00775978	0.00949403	0.0107577	0.0151058	0.0190264	0.0215852	0.0291554	0.0271157	0.0405496	0.0545996	0.0589046	0.0801901	0.0975376	0.061751	0.0699389	0.0834688	0.0572553	0.0498399	0.0413446	0.0561157	0.0863894
a56	0.00241857	0.00249663	0.00339208	0.00457404	0.005823	0.00640791	0.00833391	0.00964723	0.0135797	0.0159819	0.0188355	0.0253401	0.0237131	0.0351925	0.0464406	0.049938	0.0704222	0.0831098	0.0610654	0.0771803	0.0834293	0.0601899	0.055446	0.0481631	0.0811203	0.107759
a96	0.00304773	0.00338334	0.00463709	0.00622342	0.00774761	0.00837946	0.0108943	0.0118692	0.0164305	0.0190259	0.0211004	0.0273826	0.0262723	0.0340256	0.0423742	0.0437522	0.0580905	0.0666361	0.0569433	0.0718856	0.0832191	0.0631205	0.0608008	0.0530731	0.0862387	0.113447
a75	0.00273479	0.00308503	0.0045665	0.00642394	0.00809974	0.00866324	0.0102147	0.0107697	0.0148663	0.0182151	0.0200831	0.0276225	0.0268177	0.0335865	0.0402728	0.0409196	0.0534551	0.0600003	0.0497024	0.0782928	0.088245	0.0613264	0.0571443	0.0515193	0.0896576	0.133716
a85	0.00440099	0.00435204	0.00552794	0.00720657	0.00920829	0.0103733	0.0128468	0.0147152	0.0203457	0.0227824	0.023675	0.0280222	0.0263081	0.0315155	0.0382006	0.0392639	0.0519592	0.060447	0.046763	0.057776	0.0730606	0.061485	0.064053	0.0619302	0.106031	0.11775
a47	0.00398833	0.00432687	0.00574383	0.00761344	0.00973922	0.0109331	0.0139026	0.0158801	0.0213453	0.0245131	0.0264252	0.0307965	0.0289767	0.037938	0.0469981	0.04891	0.0640914	0.0731045	0.0533415	0.0725239	0.0820244	0.0632417	0.0564729	0.0522539	0.0718402	0.0730753
a36	0.00432665	0.00393226	0.00495376	0.00629251	0.00806875	0.00927167	0.00983674	0.010991	0.0156004	0.0191059	0.0189561	0.0220302	0.0200602	0.0325869	0.0420277	0.0461691	0.0603909	0.0800061	0.0578529	0.0790723	0.0953049	0.0638765	0.0542203	0.0469453	0.0751355	0.112985
a57	0.00334796	0.00278592	0.00363099	0.00498182	0.00614829	0.00740647	0.00694548	0.00744102	0.0101183	0.0131817	0.0136377	0.0176151	0.0176743	0.0284917	0.0357266	0.038923	0.0485397	0.064134	0.0405014	0.0773564	0.109854	0.0797016	0.0705409	0.0620529	0.0814	0.147863
a87	0.00340017	0.00298767	0.00378356	0.00498322	0.00604539	0.00712244	0.00741893	0.00751236	0.0102496	0.0141588	0.0149918	0.0155024	0.013223	0.0255455	0.0292889	0.0329564	0.0386781	0.0470746	0.037126	0.101479	0.132881	0.0762295	0.057139	0.0535776	0.0829467	0.173698
a10	0.0055251	0.00408485	0.00529969	0.00720391	0.00979417	0.0116193	0.0109242	0.0100945	0.0118126	0.0135965	0.0134011	0.0129841	0.0121985	0.019364	0.0176808	0.0192888	0.0199927	0.0243453	0.0297059	0.0650665	0.0832777	0.0689563	0.0665457	0.0708212	0.138841	0.247576
a87	0.014397	0.00814912	0.00843039	0.0109029	0.0147761	0.016549	0.0127911	0.0120007	0.0142169	0.0150976	0.0130899	0.0129126	0.0143666	0.0186193	0.0143306	0.0146744	0.0145673	0.0180823	0.0162023	0.0499218	0.067336	0.0808482	0.0984626	0.108143	0.164863	0.166268
a23	0.0149907	0.00882991	0.0110114	0.0155598	0.0228939	0.028511	0.0273017	0.024765	0.0269167	0.0265218	0.0196483	0.0160095	0.0167899	0.0248912	0.0150081	0.0132046	0.0122754	0.0138132	0.0146853	0.0514733	0.0570805	0.0765708	0.0871728	0.0935708	0.144726	0.135779
a40	0.00336074	0.00218394	0.00257025	0.00313117	0.00407768	0.00455516	0.00362221	0.00336209	0.00342943	0.00362	0.00341217	0.00307952	0.00457701	0.00674657	0.00417871	0.00394496	0.00428462	0.00547403	0.0048527	0.0315772	0.0351472	0.0492566	0.070177	0.0959508	0.25016	0.393268
a5	0.00413152	0.00315592	0.00355944	0.00453853	0.005805	0.00710615	0.00820947	0.00870641	0.00882267	0.00936631	0.0105799	0.00966776	0.00992658	0.0177189	0.0189482	0.0185458	0.023231	0.0286599	0.0285747	0.0514135	0.0439775	0.0473867	0.0550159	0.0669428	0.160218	0.345792
a62	0.00414924	0.00380289	0.00410086	0.00490612	0.00526078	0.00576468	0.00681156	0.00688645	0.00744597	0.00875718	0.0101259	0.0110886	0.0119105	0.0136301	0.015019	0.0155556	0.0182152	0.0221793	0.0240618	0.039708	0.0367567	0.0403874	0.0515003	0.0779864	0.1634	0.390589
a31	0.00293834	0.00275638	0.00338644	0.00450731	0.00521269	0.00563217	0.00709514	0.00739149	0.00897803	0.0117456	0.0136761	0.0177109	0.0189272	0.0199027	0.0249062	0.0260377	0.0307965	0.0367168	0.0324704	0.0357448	0.0354505	0.0353142	0.0425334	0.0607523	0.151106	0.358311
a47	0.00266817	0.00241986	0.00288754	0.00375729	0.00429976	0.00468105	0.00593236	0.00612645	0.00724972	0.00948279	0.0110556	0.0142318	0.0154772	0.0173209	0.0220757	0.0234786	0.027729	0.0336643	0.0346633	0.0401685	0.0383281	0.0365038	0.0429536	0.0598734	0.149437	0.383535
a93	0.00137012	0.00149578	0.0020977	0.00298211	0.00370798	0.00397412	0.00455158	0.00475425	0.00602204	0.00811736	0.00964854	0.0133902	0.0144649	0.0170384	0.0224768	0.0239639	0.0297272	0.0364226	0.0322953	0.0435513	0.0448266	0.0387693	0.0426222	0.0564104	0.147203	0.388116
a34	0.000386288	0.000386146	0.000535666	0.000787168	0.000984711	0.00106676	0.00135751	0.00152414	0.00197946	0.00281922	0.00352736	0.00517911	0.00545756	0.00708807	0.00978554	0.0108865	0.0142961	0.0189743	0.0199988	0.0347798	0.035373	0.0304493	0.0349238	0.0533524	0.174857	0.529244
a56	0.000398861	0.000434643	0.000616543	0.00090939	0.00115052	0.00126435	0.00157256	0.00171304	0.00210383	0.0028526	0.00356813	0.00502983	0.00530962	0.00700822	0.0103038	0.0117114	0.0156523	0.0211504	0.0255397	0.0376292	0.0402917	0.0365184	0.042598	0.061714	0.178852	0.484107
a93	0.000581154	0.000682165	0.000948901	0.00133966	0.00168056	0.00182459	0.00213047	0.00217256	0.00255167	0.00335135	0.0041606	0.00568482	0.00607998	0.00801928	0.0119951	0.0138041	0.0189701	0.0256796	0.0319114	0.0440665	0.048978	0.0431565	0.0487313	0.0666348	0.170002	0.434862
a96	0.000421336	0.000487833	0.000707922	0.0010363	0.00135451	0.00146318	0.00172522	0.00181951	0.00213251	0.00282167	0.00346942	0.00497333	0.00549448	0.00724797	0.0102881	0.011838	0.0164411	0.022366	0.0278998	0.0420267	0.0488719	0.0397864	0.0431579	0.0610463	0.164679	0.476443
a62	0.000414606	0.000484467	0.000672472	0.000958228	0.0012666	0.00139817	0.00164686	0.00173164	0.00202693	0.00265215	0.003251	0.00459425	0.00507895	0.00702214	0.0100388	0.0116148	0.0160776	0.0224455	0.0279034	0.0419219	0.0508467	0.0411881	0.0447888	0.0621516	0.169231	0.468593
a83	0.000706106	0.000789789	0.00100228	0.00132444	0.00168459	0.0018482	0.00216248	0.00218073	0.00254477	0.00331786	0.00405718	0.00561252	0.00609237	0.00848204	0.0124089	0.0143928	0.0195418	0.0268311	0.0306588	0.0416574	0.0500859	0.043076	0.0465617	0.0668077	0.180723	0.42545
a71	0.000444058	0.000498958	0.000708185	0.00100449	0.00142155	0.00159103	0.00191247	0.00209581	0.00246172	0.00312594	0.00363196	0.00465572	0.00492357	0.00736922	0.00940182	0.0108749	0.0144416	0.0196626	0.0245574	0.0406138	0.0482784	0.0356891	0.034456	0.0473452	0.158479	0.520355
a0	0.000495214	0.000535537	0.000711648	0.000967988	0.00134583	0.00149192	0.00186153	0.00205849	0.00242897	0.0029939	0.00332424	0.00349985	0.00345973	0.00584665	0.00665721	0.00807608	0.00981405	0.0132159	0.0229609	0.0481312	0.058711	0.0425818	0.0417456	0.0557217	0.154991	0.506373
a75	0.000532028	0.000515722	0.000654175	0.000828527	0.00114689	0.00122316	0.00142784	0.00156132	0.00190454	0.0023466	0.00251586	0.00261491	0.00262716	0.00461479	0.00468981	0.00569684	0.00634636	0.00865444	0.0153779	0.0484912	0.0602919	0.0504886	0.0538653	0.0746083	0.184802	0.462174
a93	0.00026481	0.000240213	0.00027457	0.000332697	0.000449457	0.00051115	0.000520902	0.00055825	0.000650002	0.00084046	0.000969431	0.00119629	0.00130618	0.00227713	0.00265792	0.00324284	0.00400463	0.00634419	0.00724606	0.0270734	0.0389717	0.0314147	0.0353231	0.0589621	0.215079	0.559289
a13	0.000190116	0.00020942	0.000285933	0.000396167	0.000589287	0.000668703	0.000749629	0.000793984	0.000847091	0.00100394	0.00118044	0.00135066	0.00157729	0.00283851	0.00308324	0.00368314	0.0045312	0.00644604	0.0104189	0.027259	0.0345449	0.0261303	0.0275453	0.0414228	0.140478	0.661776
a53	0.000176207	0.00018996	0.00024934	0.000332702	0.000485914	0.000521608	0.000594135	0.00061092	0.000688963	0.000848431	0.000980345	0.00101611	0.00108791	0.0020631	0.00194769	0.00233087	0.00264728	0.00351544	0.00699903	0.0318833	0.039229	0.0303294	0.0332642	0.0517822	0.160921	0.625305
a93	8.61167e-05	0.000104338	0.00015097	0.000219201	0.00032549	0.000383317	0.000430334	0.000487563	0.000544998	0.000664005	0.000788172	0.000888448	0.000957029	0.00150102	0.00183348	0.00217091	0.00271659	0.0040658	0.00588615	0.0229169	0.0319594	0.0243806	0.0298786	0.0432068	0.166784	0.65667
a70	0.0001439	0.000174173	0.000250803	0.00035106	0.000528276	0.000602032	0.00069542	0.000692982	0.000722395	0.000855667	0.000971221	0.00100106	0.00106176	0.00174558	0.00202526	0.00239561	0.002952	0.00424246	0.00686004	0.0236396	0.0305422	0.0233672	0.0279811	0.0432161	0.155182	0.667801
a61	0.000156709	0.000196526	0.000284183	0.000402144	0.000661462	0.000736831	0.000792505	0.000756125	0.000713646	0.000759198	0.00079963	0.000665791	0.000699015	0.00120373	0.00116805	0.00130952	0.00156761	0.00210069	0.00393522	0.0240348	0.0314226	0.0243346	0.0302637	0.0500147	0.159343	0.661678
a62	0.000261234	0.000312704	0.000412385	0.000548731	0.000889255	0.00100276	0.00108373	0.00102774	0.000970049	0.00102472	0.00109631	0.00095315	0.00102382	0.00174639	0.00180248	0.00206869	0.00238459	0.00328986	0.00553664	0.0248727	0.0307386	0.025635	0.0311621	0.0519504	0.150784	0.657422
a34	0.000574789	0.000642283	0.000771778	0.000918537	0.00137994	0.00150127	0.00156448	0.0014592	0.00143165	0.00150825	0.00157183	0.00142032	0.00153804	0.00281277	0.00286318	0.00321591	0.00383032	0.0052384	0.0079719	0.0294143	0.0371872	0.0282538	0.0308417	0.0464262	0.133413	0.652249
a75	0.000396284	0.000487078	0.000645608	0.000827118	0.0012971	0.00141666	0.00160132	0.00157209	0.00158492	0.00161506	0.00163948	0.00137888	0.00140576	0.00236581	0.002291	0.00256816	0.00304627	0.00433421	0.00726507	0.0344724	0.0435215	0.0351002	0.0404703	0.0630735	0.170878	0.574746
a92	0.000173753	0.00020139	0.000237116	0.000299914	0.000457532	0.00052098	0.000590893	0.00062807	0.000634529	0.000721073	0.000757855	0.000672216	0.000697338	0.00110015	0.0012086	0.00137819	0.00167517	0.00238361	0.00300525	0.0233828	0.0325161	0.0249998	0.0320341	0.0558561	0.209076	0.604792
a70	0.000103282	0.00011772	0.00013671	0.000175797	0.000267165	0.00029967	0.000349954	0.00035719	0.000358458	0.000421738	0.000490916	0.000490871	0.000563479	0.000937529	0.00101203	0.00115401	0.00145371	0.00210669	0.00288147	0.0191408	0.0248705	0.0168734	0.020219	0.0360251	0.180159	0.689034
a75	0.000177303	0.000220033	0.000285006	0.000377366	0.000609674	0.000662454	0.000674556	0.000609118	0.000527204	0.000572999	0.000601472	0.000509268	0.000596901	0.00120432	0.00114597	0.00123369	0.00154463	0.00193113	0.00292794	0.0274131	0.0339353	0.0250779	0.0275931	0.0455819	0.135125	0.688863
a56	0.000188247	0.000214721	0.000262565	0.000336908	0.000459186	0.000514415	0.000582706	0.000642995	0.000792828	0.00104927	0.0011965	0.00129585	0.00137207	0.00234857	0.0028699	0.00330803	0.00423654	0.00624679	0.00689906	0.0310935	0.0473646	0.0313381	0.0367365	0.0550316	0.201524	0.562095
a25	0.000252412	0.00029075	0.000377173	0.000481072	0.000694547	0.000745297	0.000820826	0.000748653	0.000744776	0.000911494	0.00106718	0.00112511	0.00127111	0.00250187	0.00296893	0.00339071	0.00460865	0.0062028	0.00852949	0.035592	0.046978	0.0298639	0.0308464	0.0404919	0.115857	0.662638
a90	5.16089e-05	5.72747e-05	7.40338e-05	0.000104802	0.000156141	0.000173149	0.000206816	0.000202687	0.000198219	0.000251507	0.000302241	0.000297142	0.000353297	0.000714566	0.000723248	0.000797965	0.00107813	0.00140189	0.00171907	0.0195744	0.0256117	0.0143092	0.0143267	0.0256471	0.127928	0.763739
a4	0.000106991	0.000130568	0.000170599	0.000231824	0.000341841	0.000375039	0.000450013	0.000463558	0.00045925	0.000544685	0.000695125	0.00067173	0.00088605	0.00172456	0.00191132	0.00226883	0.00295327	0.00417095	0.00535563	0.0274631	0.0391953	0.0246927	0.0259713	0.040987	0.135741	0.682038
a20	9.87052e-05	0.00013007	0.00018446	0.000250769	0.000365635	0.000397593	0.000471858	0.000459912	0.00043073	0.000508206	0.000568868	0.000443517	0.000637607	0.00146467	0.0015324	0.0016797	0.00223654	0.00285192	0.00376751	0.0271992	0.0363463	0.0232103	0.0232537	0.0349025	0.123075	0.713532
a26	0.000146526	0.00017063	0.000208364	0.000260486	0.000382975	0.000430695	0.000488917	0.000513974	0.000444831	0.000510501	0.000608208	0.000431965	0.000617069	0.00148447	0.00143902	0.00155696	0.00201134	0.00278315	0.00353859	0.0375196	0.0532567	0.0333769	0.0338778	0.0484993	0.145064	0.630377
a82	0.00223496	0.0021236	0.00262732	0.00322061	0.00398455	0.00438242	0.00513465	0.00477781	0.00454903	0.00460493	0.00499971	0.00268554	0.00336023	0.00672911	0.00409523	0.0038668	0.00429001	0.00511759	0.00712343	0.0390227	0.0484285	0.0423283	0.0469649	0.0753064	0.165711	0.50233
a57	0.0160634	0.0110382	0.00969275	0.00947623	0.0115507	0.0115348	0.0100138	0.0077228	0.00754521	0.00696634	0.00666443	0.00451249	0.00655283	0.011432	0.00827097	0.00788795	0.00895557	0.0110728	0.0102883	0.0390435	0.0506265	0.0554485	0.0655765	0.0923284	0.174337	0.345398
a87	0.0286248	0.0180697	0.0134859	0.0120776	0.0146827	0.013615	0.0105966	0.00773058	0.0078581	0.00776301	0.00645192	0.00479276	0.00784443	0.0118688	0.00857145	0.00809304	0.00824607	0.0105429	0.00812891	0.0396195	0.0612231	0.0816123	0.0956097	0.12542	0.169455	0.218015
a23	0.033813	0.0273395	0.0230015	0.0237188	0.0305515	0.0296158	0.027086	0.0200103	0.0135171	0.0132086	0.012519	0.00758822	0.0120098	0.0197131	0.0148332	0.0154594	0.0148656	0.017432	0.0226993	0.0639819	0.0757571	0.0882679	0.0865525	0.091367	0.0930521	0.12204
a87	0.00723306	0.0042654	0.00313961	0.00304396	0.00354035	0.00299131	0.00360842	0.0032918	0.00290585	0.00382582	0.00370095	0.00305171	0.00571126	0.0101247	0.00950417	0.0100931	0.0112793	0.0152933	0.0143715	0.10433	0.131165	0.130245	0.134589	0.120959	0.114043	0.143692
</S>	0.00617432	0.00361027	0.0029809	0.00314177	0.00391986	0.00367711	0.00454332	0.00387438	0.00323799	0.00425557	0.00389688	0.002722	0.00539605	0.0122896	0.00970514	0.00882817	0.0096791	0.0118778	0.01402	0.106518	0.146568	0.125366	0.109295	0.10069	0.107043	0.18669
